deal_id,acquirer_name,target_name,announcement_date,effective_date,transaction_value_mil,target_public_status,included_passages,documents_retrieved,topic_1_share,topic_2_share,topic_3_share,dominant_topic,dominant_topic_label,dominant_share,dominant_margin,concentration_hhi,theme_profile,ai_label,talent_join_language,talent_acquihire_explicit,talent_license_and_hire_explicit
3647181020,DLH Holdings Corp,Irving Burton Associates LLC,2020-09-30,2020-09-30,32.00,Priv.,60,285,0.129812,0.792612,0.077576,topic_2,benefit_plans_and_retirement,0.792612,0.662800,0.651103,benefit_plans_and_retirement,ai_explicit,no,no,no
3659026020,ACCO Brands Corp,PowerA,2020-11-10,2020-12-17,395.00,Sub.,39,30,0.162895,0.748604,0.088501,topic_2,benefit_plans_and_retirement,0.748604,0.585710,0.594776,benefit_plans_and_retirement,none,no,no,no
3662022040,Nasdaq Inc,Verafin Inc,2020-11-19,2021-02-11,"2,750.00",,26,97,0.254368,0.578307,0.167325,topic_2,benefit_plans_and_retirement,0.578307,0.323939,0.427140,benefit_plans_and_retirement,none,no,no,no
3663654020,Bally's Corp,Bet.Works Corp,2020-11-18,2021-06-01,139.382,Priv.,107,251,0.355686,0.421502,0.222812,topic_2,benefit_plans_and_retirement,0.421502,0.065816,0.353822,mixed,none,yes,no,no
3665937040,S&P Global Inc,IHS Markit Ltd,2020-11-30,2022-02-28,"43,478.099",,269,420,0.354665,0.338251,0.307084,topic_1,executive_and_officer,0.354665,0.016414,0.334502,mixed,none,no,no,no
3672058040,ViaSat Inc,Euro Broadband Infrastructure,2020-11-19,2021-04-30,,,191,150,0.245583,0.278521,0.475896,topic_3,stock_and_equity_awards,0.475896,0.197375,0.364362,stock_and_equity_awards,ai_explicit,no,no,no
3675428020,HealthStream Inc,myClinicalExchange LLC,2020-12-10,2020-12-10,4.50,Priv.,43,25,0.201255,0.723547,0.075198,topic_2,benefit_plans_and_retirement,0.723547,0.522292,0.569679,benefit_plans_and_retirement,none,yes,no,no
3680472020,CarGurus Inc,CarOffer LLC,2020-12-10,2021-01-14,145.826,Priv.,65,50,0.186376,0.660194,0.153431,topic_2,benefit_plans_and_retirement,0.660194,0.473818,0.494133,benefit_plans_and_retirement,none,yes,no,no
3680836040,Quantum Corp,Sq Box Sys Ltd,2020-12-14,2020-12-14,,,57,26,0.262026,0.643409,0.094564,topic_2,benefit_plans_and_retirement,0.643409,0.381383,0.491576,benefit_plans_and_retirement,ai_explicit,yes,no,no
3681332020,CleanSpark Inc,ATL Data Centers LLC,2020-12-10,2020-12-10,28.083,Priv.,20,10,0.148327,0.798550,0.053123,topic_2,benefit_plans_and_retirement,0.798550,0.650222,0.662505,benefit_plans_and_retirement,none,no,no,no
3682911020,Teledyne Technologies Inc,FLIR Systems Inc,2021-01-04,2021-05-14,"7,500.665",Public,270,204,0.267174,0.360048,0.372778,topic_3,stock_and_equity_awards,0.372778,0.012730,0.339980,mixed,none,yes,no,no
3684325040,Thryv Holdings Inc,Sensis Pty Ltd,2021-01-06,2021-03-01,200.00,,71,90,0.115838,0.800844,0.083318,topic_2,benefit_plans_and_retirement,0.800844,0.685006,0.661711,benefit_plans_and_retirement,none,no,no,no
3689728040,Verra Mobility Corp,Redflex Holdings Ltd,2021-01-22,2021-06-09,117.267,,61,150,0.249048,0.584297,0.166655,topic_2,benefit_plans_and_retirement,0.584297,0.335249,0.431202,benefit_plans_and_retirement,none,yes,no,no
3695772020,Electronic Arts Inc,Glu Mobile Inc,2021-02-08,2021-04-29,"2,377.614",Public,60,123,0.149902,0.492603,0.357494,topic_2,benefit_plans_and_retirement,0.492603,0.135109,0.392931,benefit_plans_and_retirement,none,yes,no,no
3696589020,Tyler Technologies Inc,NIC Inc,2021-02-10,2021-04-21,"2,328.034",Public,63,353,0.161904,0.581430,0.256666,topic_2,benefit_plans_and_retirement,0.581430,0.324764,0.430151,benefit_plans_and_retirement,none,no,no,no
3696776020,BGSF Inc,Momentum Solutionz LLC,2021-02-09,2021-02-09,6.00,Priv.,37,44,0.159973,0.803030,0.036997,topic_2,benefit_plans_and_retirement,0.803030,0.643057,0.671817,benefit_plans_and_retirement,none,no,no,no
3697310020,Data Storage Corp,Flagship Solutions LLC,2021-02-10,2021-06-03,10.50,Priv.,34,51,0.194779,0.749846,0.055375,topic_2,benefit_plans_and_retirement,0.749846,0.555067,0.603274,benefit_plans_and_retirement,none,no,no,no
3698631040,Tenable Holdings Inc,Alsid Sas,2021-02-10,2021-04-26,98.001,,72,29,0.171291,0.707667,0.121041,topic_2,benefit_plans_and_retirement,0.707667,0.536376,0.544785,benefit_plans_and_retirement,none,yes,no,no
3700303020,Skyworks Solutions Inc,Silicon Labs-Analog Chip Unit,2021-04-22,2021-07-26,"2,750.00",Sub.,66,95,0.126090,0.744572,0.129338,topic_2,benefit_plans_and_retirement,0.744572,0.615234,0.587015,benefit_plans_and_retirement,none,yes,no,no
3703504040,Bentley Systems Inc,E7 Pty Ltd,2021-02-25,2021-02-25,,,16,43,0.145208,0.603752,0.251040,topic_2,benefit_plans_and_retirement,0.603752,0.352712,0.448623,benefit_plans_and_retirement,none,no,no,no
3703763020,Advent Technologies Holdings,Ultracell LLC,2021-02-18,2021-02-18,,Sub.,335,66,0.409274,0.387167,0.203560,topic_1,executive_and_officer,0.409274,0.022107,0.358840,mixed,none,yes,no,no
3705005020,Okta Inc,Auth0 Inc,2021-03-03,2021-05-03,"6,252.724",Priv.,74,47,0.114617,0.478375,0.407008,topic_2,benefit_plans_and_retirement,0.478375,0.071367,0.407635,mixed,none,yes,no,no
3708187040,Smith Micro Software Inc,Avast Plc-Family Safety,2021-03-08,2021-04-19,65.999,,48,63,0.140438,0.781575,0.077988,topic_2,benefit_plans_and_retirement,0.781575,0.641137,0.636664,benefit_plans_and_retirement,ai_explicit,no,no,no
3710620020,HealthEquity Inc,Fort Effect Corp,2021-03-08,2021-03-08,67.227,Priv.,38,58,0.166727,0.671804,0.161469,topic_2,benefit_plans_and_retirement,0.671804,0.505076,0.505190,benefit_plans_and_retirement,none,yes,no,no
3715094020,Dell Technologies Inc,Mesh7 Inc,2021-03-18,2021-03-31,,Priv.,58,163,0.368428,0.479359,0.152213,topic_2,benefit_plans_and_retirement,0.479359,0.110932,0.388693,benefit_plans_and_retirement,none,no,no,no
3715589040,Digital Turbine Inc,Fyber NV,2021-03-22,2021-05-25,570.00,,72,94,0.108992,0.758480,0.132528,topic_2,benefit_plans_and_retirement,0.758480,0.625951,0.604734,benefit_plans_and_retirement,none,yes,no,no
3719135040,Broadridge Finl Solutions Inc,Itiviti Group Holding AB,2021-03-29,2021-05-12,"2,527.883",,13,186,0.410280,0.481645,0.108075,topic_2,benefit_plans_and_retirement,0.481645,0.071366,0.411992,mixed,none,no,no,no
3723726020,PAR Technology Corp,Punchh Inc,2021-04-08,2021-04-08,489.351,Priv.,79,47,0.140695,0.642437,0.216867,topic_2,benefit_plans_and_retirement,0.642437,0.425570,0.479552,benefit_plans_and_retirement,none,yes,no,no
3723773020,KKR & Co Inc,Therapy Brands Holdings LLC,2021-04-07,2021-05-18,,Sub.,17,115,0.233594,0.284779,0.481627,topic_3,stock_and_equity_awards,0.481627,0.196848,0.367630,stock_and_equity_awards,none,no,no,no
3733771020,Fathom Holdings Inc,LiveBy Inc,2021-04-26,2021-04-26,9.00,Priv.,73,22,0.113323,0.740926,0.145750,topic_2,benefit_plans_and_retirement,0.740926,0.595176,0.583057,benefit_plans_and_retirement,none,no,no,no
3738528040,MKS Instruments Inc,Photon Control Inc,2021-05-10,2021-07-15,311.903,,95,110,0.134916,0.600985,0.264100,topic_2,benefit_plans_and_retirement,0.600985,0.336885,0.449134,benefit_plans_and_retirement,none,no,no,no
3738724020,Lantronix Inc,Transition Networks Inc,2021-04-29,2021-08-02,32.028,Sub.,38,49,0.110043,0.792637,0.097320,topic_2,benefit_plans_and_retirement,0.792637,0.682593,0.649853,benefit_plans_and_retirement,none,no,no,no
3741094020,Clarivate PLC,ProQuest LLC,2021-05-17,2021-12-01,"6,336.023",Sub.,112,455,0.243650,0.581019,0.175332,topic_2,benefit_plans_and_retirement,0.581019,0.337369,0.427689,benefit_plans_and_retirement,none,no,no,no
3741286020,3D Systems Corp,Allevi Inc,2021-05-06,2021-05-06,,Priv.,41,66,0.145910,0.803614,0.050477,topic_2,benefit_plans_and_retirement,0.803614,0.657704,0.669632,benefit_plans_and_retirement,none,no,no,no
3745024020,Repay Holdings Corp,Electn Payment Pvdrs Inc,2021-05-10,2021-06-15,503.00,Sub.,49,90,0.183817,0.728244,0.087939,topic_2,benefit_plans_and_retirement,0.728244,0.544427,0.571861,benefit_plans_and_retirement,none,no,no,no
3746026020,EQT AB,Symphony Performance Health,2021-05-26,2021-05-26,,Priv.,43,57,0.108419,0.815832,0.075750,topic_2,benefit_plans_and_retirement,0.815832,0.707413,0.683074,benefit_plans_and_retirement,none,no,no,no
3748788020,Mitek Systems Inc,ID R&D Inc,2021-06-01,2021-06-01,35.917,Priv.,32,30,0.191456,0.624152,0.184392,topic_2,benefit_plans_and_retirement,0.624152,0.432695,0.460221,benefit_plans_and_retirement,none,no,no,no
3757628020,Brady Corp,The Code Corp,2021-06-17,2021-06-17,173.00,Priv.,44,57,0.091532,0.777466,0.131002,topic_2,benefit_plans_and_retirement,0.777466,0.646464,0.629993,benefit_plans_and_retirement,none,no,no,no
3762860040,Advent Technologies Holdings,Fischer Eco Solutions GmbH,2021-06-25,2021-09-01,,,88,147,0.382477,0.509219,0.108303,topic_2,benefit_plans_and_retirement,0.509219,0.126742,0.417323,benefit_plans_and_retirement,none,yes,no,no
3764848040,System1 LLC,Protected.Net Grp Ltd,2021-06-29,2022-01-27,,,407,256,0.286044,0.337595,0.376361,topic_3,stock_and_equity_awards,0.376361,0.038766,0.337439,mixed,none,yes,no,no
3770121020,Moody's Corp,Risk Management Solutions Inc,2021-08-05,2021-09-15,"1,978.613",Sub.,87,56,0.100708,0.686556,0.212735,topic_2,benefit_plans_and_retirement,0.686556,0.473821,0.526758,benefit_plans_and_retirement,none,no,no,no
3770172020,Cirrus Logic Inc,Lion Semiconductor Inc,2021-07-08,2021-07-20,335.00,Priv.,76,52,0.109957,0.741136,0.148908,topic_2,benefit_plans_and_retirement,0.741136,0.592228,0.583546,benefit_plans_and_retirement,none,no,no,no
3771128020,ZoomInfo Technologies Inc,AffectLayer Inc,2021-07-13,2021-09-02,575.00,Priv.,17,71,0.430925,0.223375,0.345699,topic_1,executive_and_officer,0.430925,0.085226,0.355101,mixed,none,yes,no,no
3772512020,EVgo Inc,Recargo Inc,2021-07-09,2021-07-09,25.00,Sub.,212,40,0.344098,0.425099,0.230803,topic_2,benefit_plans_and_retirement,0.425099,0.081002,0.352383,mixed,none,yes,no,no
3774506020,Vontier Corp,DRB Systems LLC,2021-07-19,2021-09-13,965.00,Sub.,20,32,0.084343,0.789816,0.125840,topic_2,benefit_plans_and_retirement,0.789816,0.663976,0.646759,benefit_plans_and_retirement,none,no,no,no
3774828020,Bill.com Holdings Inc,Invoice2go Inc,2021-07-19,2021-09-01,625.00,Priv.,26,89,0.401155,0.214032,0.384813,topic_1,executive_and_officer,0.401155,0.016342,0.354816,mixed,none,no,no,no
3779981020,Marvell Technology Inc,Innovium Inc,2021-08-03,2021-10-05,"1,153.859",Priv.,136,92,0.191839,0.281313,0.526848,topic_3,stock_and_equity_awards,0.526848,0.245536,0.393508,stock_and_equity_awards,none,no,no,no
3781204040,Penn National Gaming Inc,Score Media & Gaming Inc,2021-08-05,2021-10-19,"1,783.401",,50,71,0.313889,0.484740,0.201371,topic_2,benefit_plans_and_retirement,0.484740,0.170850,0.374049,benefit_plans_and_retirement,none,yes,yes,no
3782679020,Certara Inc,Pinnacle 21 LLC,2021-08-05,2021-10-04,310.00,Priv.,40,35,0.163130,0.683061,0.153809,topic_2,benefit_plans_and_retirement,0.683061,0.519931,0.516841,benefit_plans_and_retirement,ai_explicit,no,no,no
3783818020,Intuit Inc,The Rocket Science Group LLC,2021-09-13,2021-11-01,"12,000.00",Priv.,82,50,0.085687,0.738881,0.175432,topic_2,benefit_plans_and_retirement,0.738881,0.563449,0.584064,benefit_plans_and_retirement,none,no,no,no
3791317020,ON Semiconductor Corp,GTAT Corp,2021-08-25,2021-11-01,415.00,Public,56,124,0.112898,0.718527,0.168575,topic_2,benefit_plans_and_retirement,0.718527,0.549952,0.557444,benefit_plans_and_retirement,none,no,no,no
3791426020,Rekor System Inc,Waycare Technologies Ltd,2021-08-19,2021-08-19,60.121,Priv.,131,123,0.204456,0.642702,0.152841,topic_2,benefit_plans_and_retirement,0.642702,0.438246,0.478229,benefit_plans_and_retirement,ai_explicit,no,no,no
3791886040,ADTRAN Inc,ADVA Optical Networking SE,2021-08-30,2022-07-08,"1,026.046",,567,216,0.388039,0.312814,0.299147,topic_1,executive_and_officer,0.388039,0.075225,0.337916,mixed,ai_explicit,no,no,no
3797706020,TransUnion,NeuStar Inc,2021-09-13,2021-12-01,"3,100.00",Sub.,52,90,0.295724,0.634727,0.069549,topic_2,benefit_plans_and_retirement,0.634727,0.339003,0.495168,benefit_plans_and_retirement,none,no,no,no
3798372020,3D Systems Corp,Oqton Inc,2021-09-08,2021-11-01,180.00,Priv.,88,199,0.215654,0.669853,0.114493,topic_2,benefit_plans_and_retirement,0.669853,0.454199,0.508318,benefit_plans_and_retirement,none,no,no,no
3799280020,Tenable Holdings Inc,Accurics Inc,2021-09-13,2021-10-01,160.00,Priv.,81,22,0.107438,0.684063,0.208499,topic_2,benefit_plans_and_retirement,0.684063,0.475564,0.522957,benefit_plans_and_retirement,none,no,no,no
3799747020,Goldman Sachs Group Inc,Greensky Inc,2021-09-15,2022-03-29,"2,239.124",Public,132,639,0.311412,0.344985,0.343602,topic_2,benefit_plans_and_retirement,0.344985,0.001383,0.334055,mixed,none,no,no,no
3801639020,Opendoor Technologies Inc,Pro.com Home Services LLC,2021-09-07,2021-09-07,,Priv.,182,121,0.354464,0.287316,0.358221,topic_3,stock_and_equity_awards,0.358221,0.003757,0.336517,mixed,ai_explicit,no,no,no
3810070020,Ouster Inc,Sense Photonics Inc,2021-10-05,2021-10-25,68.02,Priv.,92,45,0.171255,0.512380,0.316365,topic_2,benefit_plans_and_retirement,0.512380,0.196014,0.391948,benefit_plans_and_retirement,none,no,no,no
3812049020,Emerson Electric Co,Aspen Technology Inc,2021-10-11,2022-05-16,"10,864.939",Public,121,83,0.140746,0.686925,0.172329,topic_2,benefit_plans_and_retirement,0.686925,0.514596,0.521372,benefit_plans_and_retirement,none,no,no,no
3813395020,Rocket Lab USA Inc,Advanced Solutions Inc,2021-10-12,2021-10-12,45.50,Priv.,231,44,0.263463,0.328134,0.408403,topic_3,stock_and_equity_awards,0.408403,0.080269,0.343878,mixed,none,no,no,no
3815183020,CDW Corp,Sirius Computer Solutions Inc,2021-10-18,2021-12-02,"2,500.00",Sub.,74,85,0.140885,0.739835,0.119280,topic_2,benefit_plans_and_retirement,0.739835,0.598950,0.581432,benefit_plans_and_retirement,none,no,no,no
3820535020,FirstCash Inc,American First Finance Inc,2021-10-28,2021-12-17,"1,296.925",Priv.,83,134,0.283488,0.526177,0.190335,topic_2,benefit_plans_and_retirement,0.526177,0.242689,0.393455,benefit_plans_and_retirement,none,yes,no,no
3823769020,Lumentum Holdings Inc,NeoPhotonics Corp,2021-11-04,2022-08-03,863.571,Public,142,81,0.107253,0.408939,0.483808,topic_3,stock_and_equity_awards,0.483808,0.074870,0.412805,mixed,none,no,no,no
3831634020,Oportun Financial Corp,Hello Digit Inc,2021-11-16,2021-12-22,212.875,Priv.,82,65,0.066873,0.473466,0.459661,topic_2,benefit_plans_and_retirement,0.473466,0.013805,0.439930,mixed,none,yes,no,no
3834420020,Concentrix Corp,ProKarma Inc,2021-11-22,2021-12-27,"1,600.00",Sub.,79,52,0.070969,0.632351,0.296680,topic_2,benefit_plans_and_retirement,0.632351,0.335671,0.492923,benefit_plans_and_retirement,none,no,no,no
3839586020,CF Acquisition Corp VI,Rumble Inc,2021-12-02,2022-09-16,"3,150.00",Priv.,584,363,0.288503,0.394938,0.316559,topic_2,benefit_plans_and_retirement,0.394938,0.078379,0.339420,mixed,ai_explicit,yes,no,no
3840675020,8x8 Inc,Fuze Inc,2021-12-01,2022-01-18,250.00,Priv.,112,136,0.121934,0.539837,0.338229,topic_2,benefit_plans_and_retirement,0.539837,0.201608,0.420691,benefit_plans_and_retirement,none,no,no,no
3843851020,Xometry Inc,Thomas Publishing LLC,2021-12-08,2021-12-09,291.203,Priv.,31,25,0.169261,0.772838,0.057900,topic_2,benefit_plans_and_retirement,0.772838,0.603577,0.629281,benefit_plans_and_retirement,none,no,no,no
3846599020,Entegris Inc,CMC Materials Inc,2021-12-15,2022-07-06,"5,729.282",Public,329,314,0.366046,0.294713,0.339241,topic_1,executive_and_officer,0.366046,0.026805,0.335930,mixed,none,no,no,no
3846918020,Rocket Lab USA Inc,SolAero Technologies Corp,2021-12-13,2022-01-18,80.00,Priv.,123,251,0.171198,0.650249,0.178553,topic_2,benefit_plans_and_retirement,0.650249,0.471695,0.484013,benefit_plans_and_retirement,none,yes,no,no
3847595020,Oracle Corp,Cerner Corp,2021-12-20,2022-06-08,"28,171.86",Public,68,117,0.200792,0.514315,0.284893,topic_2,benefit_plans_and_retirement,0.514315,0.229422,0.386001,benefit_plans_and_retirement,none,no,no,no
3848260020,HealthEquity Inc,Further Compliance,2021-11-01,2021-11-01,500.00,Priv.,25,25,0.131537,0.698565,0.169898,topic_2,benefit_plans_and_retirement,0.698565,0.528668,0.534160,benefit_plans_and_retirement,none,yes,no,no
3848871020,Stem Inc,AlsoEnergy Inc,2021-12-16,2022-02-01,695.00,Priv.,13,104,0.438184,0.334890,0.226926,topic_1,executive_and_officer,0.438184,0.103295,0.355652,executive_and_officer,none,no,no,no
3850686020,Skillsoft Corp,Ryzac Inc,2021-12-22,2022-04-05,525.00,Priv.,175,153,0.221411,0.426359,0.352231,topic_2,benefit_plans_and_retirement,0.426359,0.074128,0.354871,mixed,none,yes,yes,no
3853682040,Opendoor Technologies Inc,Commeasure Pte Ltd,2021-11-05,2021-11-05,,,12,45,0.262551,0.284218,0.453231,topic_3,stock_and_equity_awards,0.453231,0.169013,0.355131,stock_and_equity_awards,none,no,no,no
3855473040,FiscalNote Holdings Inc,Aicel Technologies Inc,2021-12-29,2022-08-02,,,924,340,0.297782,0.349701,0.352517,topic_3,stock_and_equity_awards,0.352517,0.002817,0.335233,mixed,none,yes,no,no
3858147020,Stryker Corp,Vocera Communications Inc,2022-01-06,2022-02-23,"2,970.467",Public,88,81,0.189438,0.537420,0.273142,topic_2,benefit_plans_and_retirement,0.537420,0.264278,0.399314,benefit_plans_and_retirement,none,no,no,no
3858410020,Digerati Technologies Inc,SkyNet Telecom LLC,2022-01-05,2022-01-05,,Priv.,67,52,0.176860,0.773182,0.049959,topic_2,benefit_plans_and_retirement,0.773182,0.596322,0.631585,benefit_plans_and_retirement,none,no,no,no
3859429020,Take-Two Interactive Software,Zynga Inc,2022-01-10,2022-05-23,"12,382.165",Public,403,174,0.312833,0.302245,0.384922,topic_3,stock_and_equity_awards,0.384922,0.072089,0.337381,mixed,ai_explicit,no,no,no
3871833020,Digerati Technologies Inc,NextLevel Internet Inc,2022-02-08,2022-02-08,,Priv.,27,62,0.389602,0.490130,0.120268,topic_2,benefit_plans_and_retirement,0.490130,0.100527,0.406481,benefit_plans_and_retirement,none,yes,no,no
3887864040,JPMorgan Chase & Co,Global Shares PLC,2022-03-15,2022-08-11,,,11,2379,0.773667,0.173880,0.052454,topic_1,executive_and_officer,0.773667,0.599787,0.631545,executive_and_officer,none,no,no,no
3891655020,SentinelOne Inc,Attivo Networks Inc,2022-03-15,2022-05-04,529.752,Priv.,10,100,0.561365,0.065549,0.373085,topic_1,executive_and_officer,0.561365,0.188280,0.458620,executive_and_officer,ai_explicit,yes,no,no
3892232040,Mitek Systems Inc,HooYu Ltd,2022-03-23,2022-03-23,129.977,,37,22,0.148741,0.747196,0.104063,topic_2,benefit_plans_and_retirement,0.747196,0.598455,0.591255,benefit_plans_and_retirement,ai_explicit,no,no,no
3895329020,Boyd Gaming Corp,Pala Interactive LLC,2022-03-28,2022-11-01,170.00,Priv.,28,104,0.196290,0.655703,0.148007,topic_2,benefit_plans_and_retirement,0.655703,0.459414,0.490383,benefit_plans_and_retirement,none,no,no,no
3896666020,SmartRent Inc,SightPlan Inc,2022-03-21,2022-03-22,135.00,Priv.,105,13,0.529382,0.215891,0.254727,topic_1,executive_and_officer,0.529382,0.274655,0.391740,executive_and_officer,none,yes,no,no
3898245040,Workiva Inc,Parseport ApS,2022-04-01,2022-04-01,14.878,,11,8,0.263493,0.640493,0.096014,topic_2,benefit_plans_and_retirement,0.640493,0.377000,0.488879,benefit_plans_and_retirement,none,no,no,no
3898599020,Advanced Micro Devices Inc,Pensando Systems Inc,2022-04-04,2022-05-26,"1,900.00",Priv.,20,90,0.101484,0.775165,0.123351,topic_2,benefit_plans_and_retirement,0.775165,0.651814,0.626395,benefit_plans_and_retirement,none,no,no,no
3899069020,Boston Omaha Corp,Undisclosed Internet Svc Pvdr,2022-04-04,2022-04-04,,J.V.,35,26,0.166189,0.755433,0.078378,topic_2,benefit_plans_and_retirement,0.755433,0.589244,0.604441,benefit_plans_and_retirement,none,no,no,no
