deal_id,acquirer_name,target_name,topic_id,weight_sum,normalized_weight,primary_passage_count,zero_state
3638083020,PagerDuty Inc,Rundeck Inc,topic_1,8.561263199,0.1111852363,4,
3638083020,PagerDuty Inc,Rundeck Inc,topic_2,43.95000925,0.5707793409,48,
3638083020,PagerDuty Inc,Rundeck Inc,topic_3,24.48872755,0.3180354227,25,
3644431020,Mastech Digital Inc,AmberLeaf Partners Inc,topic_1,7.243314432,0.1065193299,4,
3644431020,Mastech Digital Inc,AmberLeaf Partners Inc,topic_2,52.80585879,0.776556747,57,
3644431020,Mastech Digital Inc,AmberLeaf Partners Inc,topic_3,7.950826775,0.1169239232,7,
3646001020,Advanced Micro Devices Inc,Xilinx Inc,topic_1,195.6656474,0.4477474769,223,
3646001020,Advanced Micro Devices Inc,Xilinx Inc,topic_2,108.0009392,0.2471417373,81,
3646001020,Advanced Micro Devices Inc,Xilinx Inc,topic_3,133.3334134,0.3051107858,133,
3647181020,DLH Holdings Corp,Irving Burton Associates LLC,topic_1,7.788698728,0.1298116455,3,
3647181020,DLH Holdings Corp,Irving Burton Associates LLC,topic_2,47.55672599,0.7926120998,57,
3647181020,DLH Holdings Corp,Irving Burton Associates LLC,topic_3,4.654575285,0.07757625474,0,
3659026020,ACCO Brands Corp,PowerA,topic_1,6.352894307,0.1628947258,4,
3659026020,ACCO Brands Corp,PowerA,topic_2,29.19557204,0.7486044113,34,
3659026020,ACCO Brands Corp,PowerA,topic_3,3.451533652,0.08850086287,1,
3662022040,Nasdaq Inc,Verafin Inc,topic_1,6.613563493,0.2543678267,6,
3662022040,Nasdaq Inc,Verafin Inc,topic_2,15.03597871,0.5783068735,18,
3662022040,Nasdaq Inc,Verafin Inc,topic_3,4.350457795,0.1673252998,2,
3663654020,Bally's Corp,Bet.Works Corp,topic_1,38.05836529,0.3556856569,39,
3663654020,Bally's Corp,Bet.Works Corp,topic_2,45.10070572,0.4215019226,42,
3663654020,Bally's Corp,Bet.Works Corp,topic_3,23.84092899,0.2228124204,26,
3665937040,S&P Global Inc,IHS Markit Ltd,topic_1,96.46885903,0.3546649229,120,
3665937040,S&P Global Inc,IHS Markit Ltd,topic_2,92.00416594,0.3382506101,80,
3665937040,S&P Global Inc,IHS Markit Ltd,topic_3,83.52697503,0.307084467,72,
3672058040,ViaSat Inc,Euro Broadband Infrastructure,topic_1,48.62546632,0.2455831632,58,
3672058040,ViaSat Inc,Euro Broadband Infrastructure,topic_2,55.14717141,0.2785210677,48,
3672058040,ViaSat Inc,Euro Broadband Infrastructure,topic_3,94.22736228,0.4758957691,92,
3675428020,HealthStream Inc,myClinicalExchange LLC,topic_1,8.653968315,0.2012550771,5,
3675428020,HealthStream Inc,myClinicalExchange LLC,topic_2,31.11252325,0.7235470523,38,
3675428020,HealthStream Inc,myClinicalExchange LLC,topic_3,3.233508436,0.07519787061,0,
3680472020,CarGurus Inc,CarOffer LLC,topic_1,12.11441507,0.1863756165,6,
3680472020,CarGurus Inc,CarOffer LLC,topic_2,42.91258693,0.6601936451,47,
3680472020,CarGurus Inc,CarOffer LLC,topic_3,9.972997992,0.1534307383,12,
3680836040,Quantum Corp,Sq Box Sys Ltd,topic_1,14.93550437,0.2620263924,8,
3680836040,Quantum Corp,Sq Box Sys Ltd,topic_2,36.6743316,0.6434093264,47,
3680836040,Quantum Corp,Sq Box Sys Ltd,topic_3,5.390164027,0.09456428118,2,
3681332020,CleanSpark Inc,ATL Data Centers LLC,topic_1,2.966549825,0.1483274913,2,
3681332020,CleanSpark Inc,ATL Data Centers LLC,topic_2,15.97099342,0.7985496712,18,
3681332020,CleanSpark Inc,ATL Data Centers LLC,topic_3,1.062456751,0.05312283756,0,
3682911020,Teledyne Technologies Inc,FLIR Systems Inc,topic_1,73.20570673,0.2671741122,71,
3682911020,Teledyne Technologies Inc,FLIR Systems Inc,topic_2,98.65313226,0.360047928,103,
3682911020,Teledyne Technologies Inc,FLIR Systems Inc,topic_3,102.141161,0.3727779599,100,
3684325040,Thryv Holdings Inc,Sensis Pty Ltd,topic_1,8.571995585,0.1158377782,3,
3684325040,Thryv Holdings Inc,Sensis Pty Ltd,topic_2,59.26244202,0.800843811,68,
3684325040,Thryv Holdings Inc,Sensis Pty Ltd,topic_3,6.165562397,0.08331841077,3,
3689728040,Verra Mobility Corp,Redflex Holdings Ltd,topic_1,15.19193264,0.2490480761,9,
3689728040,Verra Mobility Corp,Redflex Holdings Ltd,topic_2,35.64212781,0.5842971772,45,
3689728040,Verra Mobility Corp,Redflex Holdings Ltd,topic_3,10.16593955,0.1666547467,7,
3695772020,Electronic Arts Inc,Glu Mobile Inc,topic_1,8.994138414,0.1499023069,8,
3695772020,Electronic Arts Inc,Glu Mobile Inc,topic_2,29.5562057,0.4926034283,32,
3695772020,Electronic Arts Inc,Glu Mobile Inc,topic_3,21.44965589,0.3574942648,20,
3696589020,Tyler Technologies Inc,NIC Inc,topic_1,10.19998107,0.1619044615,8,
3696589020,Tyler Technologies Inc,NIC Inc,topic_2,36.63008864,0.5814299785,41,
3696589020,Tyler Technologies Inc,NIC Inc,topic_3,16.16993028,0.25666556,14,
3696776020,BGSF Inc,Momentum Solutionz LLC,topic_1,5.919017035,0.1599734334,2,
3696776020,BGSF Inc,Momentum Solutionz LLC,topic_2,29.71211008,0.8030300023,35,
3696776020,BGSF Inc,Momentum Solutionz LLC,topic_3,1.368872881,0.03699656435,0,
3697310020,Data Storage Corp,Flagship Solutions LLC,topic_1,6.622487662,0.1947790489,3,
3697310020,Data Storage Corp,Flagship Solutions LLC,topic_2,25.49475746,0.7498458078,31,
3697310020,Data Storage Corp,Flagship Solutions LLC,topic_3,1.882754873,0.05537514333,0,
3698631040,Tenable Holdings Inc,Alsid Sas,topic_1,12.33297864,0.17129137,3,
3698631040,Tenable Holdings Inc,Alsid Sas,topic_2,50.95205804,0.7076674728,64,
3698631040,Tenable Holdings Inc,Alsid Sas,topic_3,8.714963322,0.1210411572,5,
3700303020,Skyworks Solutions Inc,Silicon Labs-Analog Chip Unit,topic_1,8.700233702,0.1260903435,2,
3700303020,Skyworks Solutions Inc,Silicon Labs-Analog Chip Unit,topic_2,51.37547275,0.7445720688,63,
3700303020,Skyworks Solutions Inc,Silicon Labs-Analog Chip Unit,topic_3,8.924293552,0.1293375877,4,
3703504040,Bentley Systems Inc,E7 Pty Ltd,topic_1,2.904151204,0.1452075602,1,
3703504040,Bentley Systems Inc,E7 Pty Ltd,topic_2,12.07504806,0.6037524031,14,
3703504040,Bentley Systems Inc,E7 Pty Ltd,topic_3,5.020800733,0.2510400367,5,
3703763020,Advent Technologies Holdings,Ultracell LLC,topic_1,139.153065,0.4092737207,143,
3703763020,Advent Technologies Holdings,Ultracell LLC,topic_2,131.6366925,0.3871667426,136,
3703763020,Advent Technologies Holdings,Ultracell LLC,topic_3,69.2102425,0.2035595368,61,
3705005020,Okta Inc,Auth0 Inc,topic_1,8.710896838,0.1146170637,4,
3705005020,Okta Inc,Auth0 Inc,topic_2,36.3565033,0.4783750434,39,
3705005020,Okta Inc,Auth0 Inc,topic_3,30.93259986,0.4070078929,33,
3708187040,Smith Micro Software Inc,Avast Plc-Family Safety,topic_1,6.8814397,0.1404375449,4,
3708187040,Smith Micro Software Inc,Avast Plc-Family Safety,topic_2,38.29716633,0.781574823,44,
3708187040,Smith Micro Software Inc,Avast Plc-Family Safety,topic_3,3.821393972,0.07798763207,1,
3710620020,HealthEquity Inc,Fort Effect Corp,topic_1,6.335641073,0.1667273967,4,
3710620020,HealthEquity Inc,Fort Effect Corp,topic_2,25.52854209,0.6718037393,30,
3710620020,HealthEquity Inc,Fort Effect Corp,topic_3,6.135816832,0.161468864,4,
3715094020,Dell Technologies Inc,Mesh7 Inc,topic_1,22.10567101,0.3684278501,16,
3715094020,Dell Technologies Inc,Mesh7 Inc,topic_2,28.76156284,0.4793593807,37,
3715094020,Dell Technologies Inc,Mesh7 Inc,topic_3,9.132766154,0.1522127692,7,
3715589040,Digital Turbine Inc,Fyber NV,topic_1,7.847439048,0.108992209,2,
3715589040,Digital Turbine Inc,Fyber NV,topic_2,54.61053059,0.7584795916,63,
3715589040,Digital Turbine Inc,Fyber NV,topic_3,9.542030358,0.1325281994,7,
3719135040,Broadridge Finl Solutions Inc,Itiviti Group Holding AB,topic_1,5.333636082,0.4102796986,3,
3719135040,Broadridge Finl Solutions Inc,Itiviti Group Holding AB,topic_2,6.261387807,0.4816452159,8,
3719135040,Broadridge Finl Solutions Inc,Itiviti Group Holding AB,topic_3,1.404976111,0.1080750855,2,
3723726020,PAR Technology Corp,Punchh Inc,topic_1,11.25561874,0.1406952342,8,
3723726020,PAR Technology Corp,Punchh Inc,topic_2,51.39498857,0.6424373571,58,
3723726020,PAR Technology Corp,Punchh Inc,topic_3,17.34939269,0.2168674087,14,
3723773020,KKR & Co Inc,Therapy Brands Holdings LLC,topic_1,3.971101411,0.2335942006,2,
3723773020,KKR & Co Inc,Therapy Brands Holdings LLC,topic_2,4.841239,0.2847787647,3,
3723773020,KKR & Co Inc,Therapy Brands Holdings LLC,topic_3,8.187659589,0.4816270346,12,
3733771020,Fathom Holdings Inc,LiveBy Inc,topic_1,8.272615365,0.1133234981,2,
3733771020,Fathom Holdings Inc,LiveBy Inc,topic_2,54.08761767,0.7409262695,61,
3733771020,Fathom Holdings Inc,LiveBy Inc,topic_3,10.63976696,0.1457502324,10,
3738528040,MKS Instruments Inc,Photon Control Inc,topic_1,12.95189854,0.1349156098,7,
3738528040,MKS Instruments Inc,Photon Control Inc,topic_2,57.69454331,0.6009848262,63,
3738528040,MKS Instruments Inc,Photon Control Inc,topic_3,25.35355815,0.264099564,26,
3738724020,Lantronix Inc,Transition Networks Inc,topic_1,4.181637066,0.1100430807,0,
3738724020,Lantronix Inc,Transition Networks Inc,topic_2,30.12018814,0.79263653,36,
3738724020,Lantronix Inc,Transition Networks Inc,topic_3,3.698174793,0.09732038928,2,
3741094020,Clarivate PLC,ProQuest LLC,topic_1,27.28875775,0.2436496228,24,
3741094020,Clarivate PLC,ProQuest LLC,topic_2,65.07409893,0.5810187405,76,
3741094020,Clarivate PLC,ProQuest LLC,topic_3,19.63714332,0.1753316368,12,
3741286020,3D Systems Corp,Allevi Inc,topic_1,5.982291423,0.1459095469,4,
3741286020,3D Systems Corp,Allevi Inc,topic_2,32.94815837,0.8036136187,37,
3741286020,3D Systems Corp,Allevi Inc,topic_3,2.069550211,0.05047683442,0,
3745024020,Repay Holdings Corp,Electn Payment Pvdrs Inc,topic_1,9.007020521,0.1838167453,6,
3745024020,Repay Holdings Corp,Electn Payment Pvdrs Inc,topic_2,35.6839591,0.7282440633,41,
3745024020,Repay Holdings Corp,Electn Payment Pvdrs Inc,topic_3,4.309020378,0.08793919139,2,
3746026020,EQT AB,Symphony Performance Health,topic_1,6.288288965,0.1084187753,3,
3746026020,EQT AB,Symphony Performance Health,topic_2,47.31822805,0.8158315181,53,
3746026020,EQT AB,Symphony Performance Health,topic_3,4.393482988,0.07574970669,2,
3748788020,Mitek Systems Inc,ID R&D Inc,topic_1,6.126594752,0.191456086,3,
3748788020,Mitek Systems Inc,ID R&D Inc,topic_2,19.97284939,0.6241515434,25,
3748788020,Mitek Systems Inc,ID R&D Inc,topic_3,5.90055586,0.1843923706,4,
3757628020,Brady Corp,The Code Corp,topic_1,4.942747754,0.09153236582,2,
3757628020,Brady Corp,The Code Corp,topic_2,41.98316528,0.7774660237,46,
3757628020,Brady Corp,The Code Corp,topic_3,7.074086966,0.1310016105,6,
3762860040,Advent Technologies Holdings,Fischer Eco Solutions GmbH,topic_1,34.80545091,0.3824774825,29,
3762860040,Advent Technologies Holdings,Fischer Eco Solutions GmbH,topic_2,46.33895706,0.5092193084,59,
3762860040,Advent Technologies Holdings,Fischer Eco Solutions GmbH,topic_3,9.85559203,0.1083032091,3,
3764848040,System1 LLC,Protected.Net Grp Ltd,topic_1,116.4200461,0.2860443392,123,
3764848040,System1 LLC,Protected.Net Grp Ltd,topic_2,137.4011761,0.3375950273,121,
3764848040,System1 LLC,Protected.Net Grp Ltd,topic_3,153.1787778,0.3763606334,163,
3770121020,Moody's Corp,Risk Management Solutions Inc,topic_1,8.761635152,0.10070845,3,
3770121020,Moody's Corp,Risk Management Solutions Inc,topic_2,59.73037924,0.6865560832,67,
3770121020,Moody's Corp,Risk Management Solutions Inc,topic_3,18.50798561,0.2127354668,17,
3770172020,Cirrus Logic Inc,Lion Semiconductor Inc,topic_1,8.796536583,0.1099567073,1,
3770172020,Cirrus Logic Inc,Lion Semiconductor Inc,topic_2,59.29085726,0.7411357158,70,
3770172020,Cirrus Logic Inc,Lion Semiconductor Inc,topic_3,11.91260616,0.1489075769,9,
3771128020,ZoomInfo Technologies Inc,AffectLayer Inc,topic_1,8.618506746,0.4309253373,7,
3771128020,ZoomInfo Technologies Inc,AffectLayer Inc,topic_2,4.467506395,0.2233753198,4,
3771128020,ZoomInfo Technologies Inc,AffectLayer Inc,topic_3,6.913986858,0.3456993429,9,
3772512020,EVgo Inc,Recargo Inc,topic_1,73.29280975,0.3440976984,80,
3772512020,EVgo Inc,Recargo Inc,topic_2,90.54615264,0.4250993082,88,
3772512020,EVgo Inc,Recargo Inc,topic_3,49.16103761,0.2308029935,45,
3774506020,Vontier Corp,DRB Systems LLC,topic_1,1.771209305,0.08434330021,1,
3774506020,Vontier Corp,DRB Systems LLC,topic_2,16.58614039,0.7898162088,18,
3774506020,Vontier Corp,DRB Systems LLC,topic_3,2.64265031,0.125840491,2,
3774828020,Bill.com Holdings Inc,Invoice2go Inc,topic_1,10.43003932,0.4011553586,11,
3774828020,Bill.com Holdings Inc,Invoice2go Inc,topic_2,5.564825982,0.2140317685,3,
3774828020,Bill.com Holdings Inc,Invoice2go Inc,topic_3,10.0051347,0.3848128729,12,
3779981020,Marvell Technology Inc,Innovium Inc,topic_1,26.28192798,0.1918388904,22,
3779981020,Marvell Technology Inc,Innovium Inc,topic_2,38.53985074,0.2813127791,38,
3779981020,Marvell Technology Inc,Innovium Inc,topic_3,72.17822128,0.5268483305,77,
3781204040,Penn National Gaming Inc,Score Media & Gaming Inc,topic_1,15.6944599,0.3138891979,16,
3781204040,Penn National Gaming Inc,Score Media & Gaming Inc,topic_2,24.23697634,0.4847395268,26,
3781204040,Penn National Gaming Inc,Score Media & Gaming Inc,topic_3,10.06856376,0.2013712753,8,
3782679020,Certara Inc,Pinnacle 21 LLC,topic_1,6.525205356,0.1631301339,4,
3782679020,Certara Inc,Pinnacle 21 LLC,topic_2,27.32244327,0.6830610817,32,
3782679020,Certara Inc,Pinnacle 21 LLC,topic_3,6.152351377,0.1538087844,4,
3783818020,Intuit Inc,The Rocket Science Group LLC,topic_1,7.197718174,0.08568712112,1,
3783818020,Intuit Inc,The Rocket Science Group LLC,topic_2,62.06600938,0.7388810641,70,
3783818020,Intuit Inc,The Rocket Science Group LLC,topic_3,14.73627244,0.1754318148,13,
3791317020,ON Semiconductor Corp,GTAT Corp,topic_1,6.322290365,0.1128980422,3,
3791317020,ON Semiconductor Corp,GTAT Corp,topic_2,40.23750451,0.7185268662,46,
3791317020,ON Semiconductor Corp,GTAT Corp,topic_3,9.440205126,0.1685750915,7,
3791426020,Rekor System Inc,Waycare Technologies Ltd,topic_1,26.78378914,0.2044564057,22,
3791426020,Rekor System Inc,Waycare Technologies Ltd,topic_2,84.19401507,0.6427024051,94,
3791426020,Rekor System Inc,Waycare Technologies Ltd,topic_3,20.02219579,0.1528411892,15,
3791886040,ADTRAN Inc,ADVA Optical Networking SE,topic_1,223.1223666,0.3880388985,236,
3791886040,ADTRAN Inc,ADVA Optical Networking SE,topic_2,179.8681028,0.3128140918,157,
3791886040,ADTRAN Inc,ADVA Optical Networking SE,topic_3,172.0095306,0.2991470097,182,
3797706020,TransUnion,NeuStar Inc,topic_1,15.37763945,0.2957238357,13,
3797706020,TransUnion,NeuStar Inc,topic_2,33.00581418,0.6347271958,38,
3797706020,TransUnion,NeuStar Inc,topic_3,3.616546362,0.06954896851,1,
3798372020,3D Systems Corp,Oqton Inc,topic_1,18.9775724,0.2156542318,11,
3798372020,3D Systems Corp,Oqton Inc,topic_2,58.94706092,0.669852965,73,
3798372020,3D Systems Corp,Oqton Inc,topic_3,10.07536668,0.1144928032,4,
3799280020,Tenable Holdings Inc,Accurics Inc,topic_1,8.702440579,0.107437538,2,
3799280020,Tenable Holdings Inc,Accurics Inc,topic_2,55.4091248,0.6840632691,65,
3799280020,Tenable Holdings Inc,Accurics Inc,topic_3,16.88843462,0.2084991929,14,
3799747020,Goldman Sachs Group Inc,Greensky Inc,topic_1,41.41784996,0.3114124057,50,
3799747020,Goldman Sachs Group Inc,Greensky Inc,topic_2,45.88304953,0.3449853348,40,
3799747020,Goldman Sachs Group Inc,Greensky Inc,topic_3,45.69910051,0.3436022595,43,
3801639020,Opendoor Technologies Inc,Pro.com Home Services LLC,topic_1,65.57579265,0.354463744,69,
3801639020,Opendoor Technologies Inc,Pro.com Home Services LLC,topic_2,53.1533938,0.2873156421,38,
3801639020,Opendoor Technologies Inc,Pro.com Home Services LLC,topic_3,66.27081356,0.3582206138,78,
3810070020,Ouster Inc,Sense Photonics Inc,topic_1,15.75544545,0.1712548418,14,
3810070020,Ouster Inc,Sense Photonics Inc,topic_2,47.13893693,0.5123797493,51,
3810070020,Ouster Inc,Sense Photonics Inc,topic_3,29.10561762,0.3163654089,27,
3812049020,Emerson Electric Co,Aspen Technology Inc,topic_1,17.03026345,0.1407459789,13,
3812049020,Emerson Electric Co,Aspen Technology Inc,topic_2,83.11789623,0.6869247622,89,
3812049020,Emerson Electric Co,Aspen Technology Inc,topic_3,20.85184033,0.1723292589,19,
3813395020,Rocket Lab USA Inc,Advanced Solutions Inc,topic_1,61.91387302,0.2634632895,62,
3813395020,Rocket Lab USA Inc,Advanced Solutions Inc,topic_2,77.11141143,0.3281336657,68,
3813395020,Rocket Lab USA Inc,Advanced Solutions Inc,topic_3,95.97471554,0.4084030449,105,
3815183020,CDW Corp,Sirius Computer Solutions Inc,topic_1,10.98903938,0.1408851203,5,
3815183020,CDW Corp,Sirius Computer Solutions Inc,topic_2,57.70714341,0.7398351719,66,
3815183020,CDW Corp,Sirius Computer Solutions Inc,topic_3,9.303817205,0.1192797078,7,
3820535020,FirstCash Inc,American First Finance Inc,topic_1,23.81298078,0.2834878665,21,
3820535020,FirstCash Inc,American First Finance Inc,topic_2,44.19889814,0.5261773589,51,
3820535020,FirstCash Inc,American First Finance Inc,topic_3,15.98812107,0.1903347747,12,
3823769020,Lumentum Holdings Inc,NeoPhotonics Corp,topic_1,15.22992991,0.1072530275,10,
3823769020,Lumentum Holdings Inc,NeoPhotonics Corp,topic_2,58.06929901,0.4089387254,56,
3823769020,Lumentum Holdings Inc,NeoPhotonics Corp,topic_3,68.70077109,0.4838082471,76,
3831634020,Oportun Financial Corp,Hello Digit Inc,topic_1,5.483625977,0.06687348753,2,
3831634020,Oportun Financial Corp,Hello Digit Inc,topic_2,38.82418122,0.4734656246,40,
3831634020,Oportun Financial Corp,Hello Digit Inc,topic_3,37.69219281,0.4596608879,40,
3834420020,Concentrix Corp,ProKarma Inc,topic_1,5.961399529,0.07096904201,1,
3834420020,Concentrix Corp,ProKarma Inc,topic_2,53.11748228,0.6323509796,60,
3834420020,Concentrix Corp,ProKarma Inc,topic_3,24.92111819,0.2966799784,23,
3839586020,CF Acquisition Corp VI,Rumble Inc,topic_1,168.4859679,0.2885033697,159,
3839586020,CF Acquisition Corp VI,Rumble Inc,topic_2,230.6437734,0.3949379682,228,
3839586020,CF Acquisition Corp VI,Rumble Inc,topic_3,184.8702587,0.3165586621,197,
3840675020,8x8 Inc,Fuze Inc,topic_1,13.65662518,0.1219341534,4,
3840675020,8x8 Inc,Fuze Inc,topic_2,60.46172407,0.539836822,72,
3840675020,8x8 Inc,Fuze Inc,topic_3,37.88165075,0.3382290245,36,
3843851020,Xometry Inc,Thomas Publishing LLC,topic_1,5.247099498,0.1692612741,3,
3843851020,Xometry Inc,Thomas Publishing LLC,topic_2,23.95799018,0.7728383928,28,
3843851020,Xometry Inc,Thomas Publishing LLC,topic_3,1.794910325,0.05790033307,0,
3846599020,Entegris Inc,CMC Materials Inc,topic_1,121.5273533,0.3660462448,132,
3846599020,Entegris Inc,CMC Materials Inc,topic_2,97.84462535,0.294712727,84,
3846599020,Entegris Inc,CMC Materials Inc,topic_3,112.6280214,0.3392410283,116,
3846918020,Rocket Lab USA Inc,SolAero Technologies Corp,topic_1,21.39980059,0.1711984047,14,
3846918020,Rocket Lab USA Inc,SolAero Technologies Corp,topic_2,81.28106329,0.6502485063,91,
3846918020,Rocket Lab USA Inc,SolAero Technologies Corp,topic_3,22.31913612,0.178553089,20,
3847595020,Oracle Corp,Cerner Corp,topic_1,14.05543305,0.2007919006,14,
3847595020,Oracle Corp,Cerner Corp,topic_2,36.00204806,0.5143149723,37,
3847595020,Oracle Corp,Cerner Corp,topic_3,19.94251889,0.284893127,19,
3848260020,HealthEquity Inc,Further Compliance,topic_1,3.946123563,0.1315374521,2,
3848260020,HealthEquity Inc,Further Compliance,topic_2,20.95695081,0.6985650271,23,
3848260020,HealthEquity Inc,Further Compliance,topic_3,5.096925623,0.1698975208,5,
3848871020,Stem Inc,AlsoEnergy Inc,topic_1,6.134582264,0.4381844475,8,
