deal_id,acquirer_name,target_name,ai_label,ai_evidence_weight,ai_terms,ai_excerpt,ai_source_url,ai_source_highlight_url,talent_join_language,talent_acquihire_explicit,talent_license_and_hire_explicit,talent_excerpt,documents_screened,review_status
3623613020,KBR Inc,Centauri LLC,none,0,,,,,yes,no,no,"Following the completion of this acquisition, Centauri and its 1,750 employees will become part of KBR’s Government Solutions segment.",12,machine_suggested_pending_human_review
3627288020,Fastly Inc,Signal Sciences Corp,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3632181020,Progress Software Corp,Chef Software Inc,ai_explicit,5,machine learning,"deliver modern apps, leading data connectivity technology, web content management, business rules, secure file transfer, network monitoring, plus award-winning machine learning that enables cognitive capabilities to be a part of any application. Over 1,700 independent software vendors, 100,000 enterprise customers and two million developers rely on Progress to power their applications. Learn about Progress at www.progress.com or +1-800-477-6473. About Chef Chef is the global leader in DevSecOps and the developer of Chef Enterprise Automation Stack™ automating infrastructure, compliance and application delivery for many of the Fortune 500. For more than 10 years, Chef has led the industry in",https://www.sec.gov/Archives/edgar/data/876167/000087616720000123/chefpressrelease.htm,"https://www.sec.gov/Archives/edgar/data/876167/000087616720000123/chefpressrelease.htm#:~:text=deliver%20modern%20apps%2C%20leading%20data%20connectivity%20technology%2C%20web%20content%20management%2C%20business%20rules%2C%20secure%20file%20transfer%2C%20network%20monitoring%2C%20plus,automating%20infrastructure%2C%20compliance%20and%20application%20delivery%20for%20many%20of%20the%20Fortune%20500.%20For%20more%20than%2010%20years%2C%20Chef%20has%20led%20the%20industry%20in",no,no,no,,11,machine_suggested_pending_human_review
3638083020,PagerDuty Inc,Rundeck Inc,none,0,,,,,no,no,no,,6,machine_suggested_pending_human_review
3644431020,Mastech Digital Inc,AmberLeaf Partners Inc,none,0,,,,,no,no,no,,11,machine_suggested_pending_human_review
3646001020,Advanced Micro Devices Inc,Xilinx Inc,none,0,,,,,yes,no,no,Having the Xilinx team join AMD is the strategic next step in our journey.,12,machine_suggested_pending_human_review
3647181020,DLH Holdings Corp,Irving Burton Associates LLC,ai_explicit,5,artificial intelligence,"provider of innovative healthcare research, services and solutions to the federal government, today announced that it has acquired privately-held Irving Burton Associates, LLC (“IBA”) of Falls Church, Virginia. The firm, with approximately 115 employees, provides research, systems development, and other technology-enabled solutions to the Defense Health Agency (“DHA”), the Telemedicine & Advanced Technology Research Center (“TATRC”) of the US Army’s Medical Research and Development Command (“USAMRDC”), and other agencies within the U.S. Department of Defense (“DoD”). IBA maintains a top-secret facility clearance, and its defense contracts provide for a range of health IT services including digital transformation, data analytics, cybersecurity, and artificial intelligence (“AI”). IBA was...",https://www.sec.gov/Archives/edgar/data/785557/000078555720000005/dlhacquiresibaprvfinal.htm,"https://www.sec.gov/Archives/edgar/data/785557/000078555720000005/dlhacquiresibaprvfinal.htm#:~:text=provider%20of%20innovative%20healthcare%20research%2C%20services%20and%20solutions%20to%20the%20federal%20government%2C%20today%20announced%20that%20it%20has%20acquired%20privately%2Dheld,for%20a%20range%20of%20health%20IT%20services%20including%20digital%20transformation%2C%20data%20analytics%2C%20cybersecurity%2C%20and%20artificial%20intelligence%20%28%E2%80%9CAI%E2%80%9D%29.%20IBA%20was...",no,no,no,,10,machine_suggested_pending_human_review
3659026020,ACCO Brands Corp,PowerA,none,0,,,,,no,no,no,,8,machine_suggested_pending_human_review
3662022040,Nasdaq Inc,Verafin Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3663654020,Bally's Corp,Bet.Works Corp,none,0,,,,,yes,no,no,Nor has it agreed or entered into any arrangements with any of the Gamesys executive directors who are expected to join the Bally’s Board and/or management team following completion of the Combination with regard to any changes to their existing terms of employment.,12,machine_suggested_pending_human_review
3665937040,S&P Global Inc,IHS Markit Ltd,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3672058040,ViaSat Inc,Euro Broadband Infrastructure,ai_explicit,10,artificial intelligence; machine learning,"e enterprise service offerings. RigNet’s successful track record, global footprint, deep customer relationships and emerging technology expertise in areas like machine learning and artificial intelligence (AI) make this transaction an ideal fit as we launch our integrated global broadband platform. The transaction is immediately accretive to cashflow, and is expected to improve our leverage position as well as offer multiple opportunities for expansion and performance upside beyond RigNet’s robust energy services business.",https://www.sec.gov/Archives/edgar/data/797721/000119312520322384/d16566dex991.htm,"https://www.sec.gov/Archives/edgar/data/797721/000119312520322384/d16566dex991.htm#:~:text=e%20enterprise%20service%20offerings.%20RigNet%E2%80%99s%20successful%20track%20record%2C%20global%20footprint%2C%20deep%20customer%20relationships%20and%20emerging%20technology%20expertise%20in,our%20leverage%20position%20as%20well%20as%20offer%20multiple%20opportunities%20for%20expansion%20and%20performance%20upside%20beyond%20RigNet%E2%80%99s%20robust%20energy%20services%20business.",no,no,no,,12,machine_suggested_pending_human_review
3675428020,HealthStream Inc,myClinicalExchange LLC,none,0,,,,,yes,no,no,Approximately 90 employees from Change Healthcare will join HealthStream upon closing.,7,machine_suggested_pending_human_review
3680472020,CarGurus Inc,CarOffer LLC,none,0,,,,,yes,no,no,1 CarGurus Announces Executive Leadership Transition • Jason Trevisan promoted to CEO and will join Board of Directors • Founder Langley Steinert shifts to Executive Chairman role • Scot Fredo promoted to CFO • A letter to CarGurus’ shareholders can be found here: https://investors.,12,machine_suggested_pending_human_review
3680836040,Quantum Corp,Sq Box Sys Ltd,ai_explicit,10,artificial intelligence; machine learning,"Quantum’s ability to provide software solutions to help companies unlock the business value contained in their data, both on-premises and in the cloud. Square Box Systems’ flagship product is CatDV, an agile media management and workflow automation software platform that helps organizations with large volumes of media and metadata to organize, communicate and collaborate more effectively. CatDV leverages artificial intelligence and machine learning technology to make it easier for businesses of any size to catalog and analyze digital assets such as video, images, audio files, PDFs, and more; enable advanced search across local and cloud repositories; and provide",https://www.sec.gov/Archives/edgar/data/709283/000070928320000042/sapphirepressreleasefi.htm,"https://www.sec.gov/Archives/edgar/data/709283/000070928320000042/sapphirepressreleasefi.htm#:~:text=Quantum%E2%80%99s%20ability%20to%20provide%20software%20solutions%20to%20help%20companies%20unlock%20the%20business%20value%20contained%20in%20their%20data%2C%20both%20on%2Dpremises%20and%20in%20the,analyze%20digital%20assets%20such%20as%20video%2C%20images%2C%20audio%20files%2C%20PDFs%2C%20and%20more%3B%20enable%20advanced%20search%20across%20local%20and%20cloud%20repositories%3B%20and%20provide",yes,no,no,"” Dave Clack, former CEO of Square Box Systems and General Manager, Cloud Software and Analytics at Quantum, adds: “Joining forces with Quantum makes CatDV much stronger: becoming part of a larger organization with its visionary leadership team, whilst gaining access to an amazing pool of talent, gives CatDV more opportunity to better serve our existing and future customers.",7,machine_suggested_pending_human_review
3681332020,CleanSpark Inc,ATL Data Centers LLC,none,0,,,,,no,no,no,,7,machine_suggested_pending_human_review
3682911020,Teledyne Technologies Inc,FLIR Systems Inc,none,0,,,,,yes,no,no,"Today, we are indeed very pleased to announce that FLIR’s exciting technologies and products and outstanding employees will be joining the Teledyne Family.",12,machine_suggested_pending_human_review
3684325040,Thryv Holdings Inc,Sensis Pty Ltd,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3689728040,Verra Mobility Corp,Redflex Holdings Ltd,none,0,,,,,yes,no,no,"1 VERRA MOBILITY Announces closing of Redflex Holdings Acquisition - Mark J Talbot, the current CEO of Redflex, will join the executive leadership team of Verra Mobility as Executive Vice President, Government Solutions, to lead the integrated business segment.",12,machine_suggested_pending_human_review
3695772020,Electronic Arts Inc,Glu Mobile Inc,none,0,,,,,yes,no,no,"When Larry first joined EA as vice president of sales, the company had approximately 50 employees and according to him, “it was an entirely different environment.",12,machine_suggested_pending_human_review
3696589020,Tyler Technologies Inc,NIC Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3696776020,BGSF Inc,Momentum Solutionz LLC,none,0,,,,,no,no,no,,8,machine_suggested_pending_human_review
3697310020,Data Storage Corp,Flagship Solutions LLC,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3698631040,Tenable Holdings Inc,Alsid Sas,none,0,,,,,yes,no,no,Alsid’s founders will join Tenable in senior leadership roles focused on continuing to develop innovative solutions to Active Directory risk and security assessment and expanding into new markets globally.,8,machine_suggested_pending_human_review
3700303020,Skyworks Solutions Inc,Silicon Labs-Analog Chip Unit,none,0,,,,,yes,no,no,"In addition, approximately 350 employees, including the senior management team of the business, are expected to join Skyworks upon completion of the transaction.",12,machine_suggested_pending_human_review
3703504040,Bentley Systems Inc,E7 Pty Ltd,none,0,,,,,no,no,no,,10,machine_suggested_pending_human_review
3703763020,Advent Technologies Holdings,Ultracell LLC,none,0,,,,,yes,no,no,"- 3 - (b) Without diminishing or impairing the obligations of the Company set forth in the preceding subparagraph, if, for any reason, Indemnitee shall elect or be required to pay all or any portion of any judgment or settlement in any threatened, pending or completed action, suit or proceeding in which the Company is jointly liable with Indemnitee (or would be if joined in such action, suit or...",12,machine_suggested_pending_human_review
3705005020,Okta Inc,Auth0 Inc,none,0,,,,,yes,no,no,"By joining forces, we will accelerate our customers’ innovation and ability to meet the needs and demands of consumers, businesses and employees everywhere.",12,machine_suggested_pending_human_review
3708187040,Smith Micro Software Inc,Avast Plc-Family Safety,ai_explicit,10,artificial intelligence; machine learning,"eople from threats on the internet and the evolving IoT threat landscape. The company’s threat detection network is among the most advanced in the world, using machine learning and artificial intelligence technologies to detect and stop threats in real time. Avast digital security products for Mobile, PC or Mac are top-ranked and certified by VB100, AV-Comparatives, AV-Test, SE Labs and others. Avast is a member of Coalition Against Stalkerware, No More Ransom and Internet Watch Foundation. Visi",https://www.sec.gov/Archives/edgar/data/948708/000119312521073255/d116022dex991.htm,"https://www.sec.gov/Archives/edgar/data/948708/000119312521073255/d116022dex991.htm#:~:text=eople%20from%20threats%20on%20the%20internet%20and%20the%20evolving%20IoT%20threat%20landscape.%20The%20company%E2%80%99s%20threat%20detection%20network%20is%20among%20the%20most%20advanced%20in%20the,AV%2DComparatives%2C%20AV%2DTest%2C%20SE%20Labs%20and%20others.%20Avast%20is%20a%20member%20of%20Coalition%20Against%20Stalkerware%2C%20No%20More%20Ransom%20and%20Internet%20Watch%20Foundation.%20Visi",no,no,no,,12,machine_suggested_pending_human_review
3710620020,HealthEquity Inc,Fort Effect Corp,none,0,,,,,yes,no,no,"To the Knowledge of the Sellers, (i) no officer or key employee, or group of key employees, intends to terminate their employment with the Seller Group Companies, and no Seller Group Company has a present intention to terminate the employment of any of the foregoing, and (ii) no officer or key employee has received an offer to join a business that is competitive with the business activities of...",12,machine_suggested_pending_human_review
3715094020,Dell Technologies Inc,Mesh7 Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3715589040,Digital Turbine Inc,Fyber NV,none,0,,,,,yes,no,no,"” “AdColony is excited to join the successful team at Digital Turbine,” said Lars Boilesen, CEO of Otello.",12,machine_suggested_pending_human_review
3719135040,Broadridge Finl Solutions Inc,Itiviti Group Holding AB,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3723726020,PAR Technology Corp,Punchh Inc,none,0,,,,,yes,no,no,"Keith Pascal, Act III Partner, joins the Board of Directors of PAR Technology Corporation and, Ron Shaich, Act III Managing Partner and founder of Panera Bread, takes a Board Observer seat.",12,machine_suggested_pending_human_review
3723773020,KKR & Co Inc,Therapy Brands Holdings LLC,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3733771020,Fathom Holdings Inc,LiveBy Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3738528040,MKS Instruments Inc,Photon Control Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3738724020,Lantronix Inc,Transition Networks Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3741094020,Clarivate PLC,ProQuest LLC,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3741286020,3D Systems Corp,Allevi Inc,none,0,,,,,no,no,no,,9,machine_suggested_pending_human_review
3745024020,Repay Holdings Corp,Electn Payment Pvdrs Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3746026020,EQT AB,Symphony Performance Health,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3748788020,Mitek Systems Inc,ID R&D Inc,none,0,,,,,no,no,no,,9,machine_suggested_pending_human_review
3757628020,Brady Corp,The Code Corp,none,0,,,,,no,no,no,,11,machine_suggested_pending_human_review
3762860040,Advent Technologies Holdings,Fischer Eco Solutions GmbH,none,0,,,,,yes,no,no,"As of September 2021, Advent had approximately 173 employees, including part-time, contractors and employees who joined Advent from the recent Fischer Acquisition.",12,machine_suggested_pending_human_review
3764848040,System1 LLC,Protected.Net Grp Ltd,none,0,,,,,yes,no,no,I am thrilled for our entire team and to have Trebia join us on our journey.,12,machine_suggested_pending_human_review
3770121020,Moody's Corp,Risk Management Solutions Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3770172020,Cirrus Logic Inc,Lion Semiconductor Inc,none,0,,,,,no,no,no,,10,machine_suggested_pending_human_review
3771128020,ZoomInfo Technologies Inc,AffectLayer Inc,none,0,,,,,yes,no,no,"“We are thrilled about the opportunity to join forces with ZoomInfo and bring Conversation Intelligence to every revenue team,” said Jim Benton, Chorus.",12,machine_suggested_pending_human_review
3772512020,EVgo Inc,Recargo Inc,none,0,,,,,yes,no,no,"Under the director compensation program, our non-employee directors are entitled to the following compensation: · An annual cash retainer of $45,000 for all non-employee directors and an additional $30,000 annual cash retainer for the Lead Director; · The following additional cash retainers for non-employee directors serving as the chair of a committee: $20,000 for the chair of the Audit Commit...",12,machine_suggested_pending_human_review
3774506020,Vontier Corp,DRB Systems LLC,none,0,,,,,no,no,no,,8,machine_suggested_pending_human_review
3774828020,Bill.com Holdings Inc,Invoice2go Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3779981020,Marvell Technology Inc,Innovium Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3781204040,Penn National Gaming Inc,Score Media & Gaming Inc,none,0,,,,,yes,yes,no,"Personally, I am excited to join forces with John, Benjie, and the rest of theScore team who have proven to be great partners and amazing thought leaders in our industry.",12,machine_suggested_pending_human_review
3782679020,Certara Inc,Pinnacle 21 LLC,ai_explicit,5,machine learning,"tion of Pinnacle 21 marks an important expansion of Certara’s biosimulation and regulatory software and technology-driven services. The fuel for biosimulation, machine learning and statistics is high-quality, standardized data. Pinnacle 21 is a leader in biopharmaceutical data fitness, which streamlines quantitative analyses needed by our clients. This addition to our business creates compelling opportunities as we integrate and expand our complementary offerings.”",https://www.sec.gov/Archives/edgar/data/1827090/000110465921100776/tm2123444d2_ex99-1.htm,"https://www.sec.gov/Archives/edgar/data/1827090/000110465921100776/tm2123444d2_ex99-1.htm#:~:text=tion%20of%20Pinnacle%2021%20marks%20an%20important%20expansion%20of%20Certara%E2%80%99s%20biosimulation%20and%20regulatory%20software%20and%20technology%2Ddriven%20services.%20The%20fuel%20for,needed%20by%20our%20clients.%20This%20addition%20to%20our%20business%20creates%20compelling%20opportunities%20as%20we%20integrate%20and%20expand%20our%20complementary%20offerings.%E2%80%9D",no,no,no,,10,machine_suggested_pending_human_review
3783818020,Intuit Inc,The Rocket Science Group LLC,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3791317020,ON Semiconductor Corp,GTAT Corp,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3791426020,Rekor System Inc,Waycare Technologies Ltd,ai_explicit,10,ai; artificial intelligence,"ng of Acquisition of Waycare Technologies, Ltd COLUMBIA, Md. – August 19, 2021 - Rekor Systems, Inc, (NASDAQ: REKR) (""Rekor"" or the “Company”), a global AI technology company with a mission to provide intelligent infrastructure and insights that build safer, smarter and more efficient cities around the world, announced today the successful closing of the previously announced acquisition of Waycare Technologies Ltd. (“Waycare” or the “Seller”). Pursuant to the purchase agreement the Company acquired 100% of the issued and outstanding capital stock of Waycare from the Sellers. Waycare’s solution uses artificial intelligence (“AI",https://www.sec.gov/Archives/edgar/data/1697851/000165495421009365/rekr_ex991.htm,"https://www.sec.gov/Archives/edgar/data/1697851/000165495421009365/rekr_ex991.htm#:~:text=ng%20of%20Acquisition%20of%20Waycare%20Technologies%2C%20Ltd%20COLUMBIA%2C%20Md.%20%E2%80%93%20August%2019%2C%202021%20%2D%20Rekor%20Systems%2C%20Inc%2C%20%28NASDAQ%3A%20REKR%29%20%28%22Rekor%22%20or%20the%20%E2%80%9CCompany%E2%80%9D%29%2C%20a,Company%20acquired%20100%25%20of%20the%20issued%20and%20outstanding%20capital%20stock%20of%20Waycare%20from%20the%20Sellers.%20Waycare%E2%80%99s%20solution%20uses%20artificial%20intelligence%20%28%E2%80%9CAI",no,no,no,,12,machine_suggested_pending_human_review
3791886040,ADTRAN Inc,ADVA Optical Networking SE,ai_explicit,5,machine learning,"esidential—ADTRAN solutions optimize existing technology infrastructures and create new, multi-gigabit platforms that leverage cloud economics, data analytics, machine learning and open ecosystems—the future of global networking. Find more at ADTRAN.com , LinkedIn and Twitter. This press release contains forward-looking statements, generally identified by the use of words such as “believe,” “expect,” “intend,” “estimate,” “anticipate,” “will,” “may,” “cou",https://www.sec.gov/Archives/edgar/data/926282/000095017022000705/adtn-ex99_1.htm,"https://www.sec.gov/Archives/edgar/data/926282/000095017022000705/adtn-ex99_1.htm#:~:text=esidential%E2%80%94ADTRAN%20solutions%20optimize%20existing%20technology%20infrastructures%20and%20create%20new%2C%20multi%2Dgigabit%20platforms%20that%20leverage%20cloud%20economics%2C%20data,statements%2C%20generally%20identified%20by%20the%20use%20of%20words%20such%20as%20%E2%80%9Cbelieve%2C%E2%80%9D%20%E2%80%9Cexpect%2C%E2%80%9D%20%E2%80%9Cintend%2C%E2%80%9D%20%E2%80%9Cestimate%2C%E2%80%9D%20%E2%80%9Canticipate%2C%E2%80%9D%20%E2%80%9Cwill%2C%E2%80%9D%20%E2%80%9Cmay%2C%E2%80%9D%20%E2%80%9Ccou",no,no,no,,12,machine_suggested_pending_human_review
3797706020,TransUnion,NeuStar Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3798372020,3D Systems Corp,Oqton Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3799280020,Tenable Holdings Inc,Accurics Inc,none,0,,,,,no,no,no,,7,machine_suggested_pending_human_review
3799747020,Goldman Sachs Group Inc,Greensky Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3801639020,Opendoor Technologies Inc,Pro.com Home Services LLC,ai_explicit,5,machine learning,"l data in order to improve and automate pricing decisions. We have conducted over 180,000 home assessments during which we collect over 100 data points on each home and its surroundings. Utilizing this base of unique offline data our algorithms use machine learning to drive pricing decisions through demand forecasting, outlier detection, risk pricing, and inventory management. Over time, we have improved pricing accuracy and our number of fully automated home valuations. Low Cost Transaction P",https://www.sec.gov/Archives/edgar/data/1801169/000110465921115085/tm2127322-1_424b3.htm,"https://www.sec.gov/Archives/edgar/data/1801169/000110465921115085/tm2127322-1_424b3.htm#:~:text=l%20data%20in%20order%20to%20improve%20and%20automate%20pricing%20decisions.%20We%20have%20conducted%20over%20180%2C000%20home%20assessments%20during%20which%20we%20collect%20over%20100%20data,and%20inventory%20management.%20Over%20time%2C%20we%20have%20improved%20pricing%20accuracy%20and%20our%20number%20of%20fully%20automated%20home%20valuations.%20Low%20Cost%20Transaction%20P",no,no,no,,12,machine_suggested_pending_human_review
3810070020,Ouster Inc,Sense Photonics Inc,none,0,,,,,no,no,no,,11,machine_suggested_pending_human_review
3812049020,Emerson Electric Co,Aspen Technology Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3813395020,Rocket Lab USA Inc,Advanced Solutions Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3815183020,CDW Corp,Sirius Computer Solutions Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3820535020,FirstCash Inc,American First Finance Inc,none,0,,,,,yes,no,no,"6% • AFF to operate as separate business unit led by Howard Hambleton and its existing management team • Doug Rippel to join the parent company’s Board of Directors Accretion • Expected to be approximately 15% accretive to adjusted EPS in 20222, with further accretion expected in 2023 • Expected to be approximately 30% accretive to EBITDA in 2022 Approvals & Closing • Transaction unanimously ap...",12,machine_suggested_pending_human_review
3823769020,Lumentum Holdings Inc,NeoPhotonics Corp,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3831634020,Oportun Financial Corp,Hello Digit Inc,none,0,,,,,yes,no,no,All of Digit’s 100+ employees have joined Oportun and will continue their job functions.,12,machine_suggested_pending_human_review
3834420020,Concentrix Corp,ProKarma Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
