deal_id,announcement_date,effective_date,acquirer_name,target_name,candidate_cik,target_candidate_cik,transaction_value_mil,target_public_status,probe_status,window_start,window_end,windowed_filings,probe_forms,agreement_accession,agreement_exhibit_types,target_name_hit,cik_confirmation_basis,probe_note
3741094020,2021-05-17,2021-12-01,Clarivate PLC,ProQuest LLC,0001764046,,"6,336.023",Sub.,agreement_exhibit,2021-04-17,2021-12-31,25,8-K; 424B3,0001104659-21-067259,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3791886040,2021-08-30,2022-07-08,ADTRAN Inc,ADVA Optical Networking SE,0000926282,,"1,026.046",,agreement_exhibit,2021-07-31,2022-08-07,22,8-K; DEFM14A,0001193125-21-260059,EX-2.1; EX-2.2,yes,machine_target_name_in_acquirer_filing,
3847595020,2021-12-20,2022-06-08,Oracle Corp,Cerner Corp,0001341439,,"28,171.86",Public,agreement_exhibit,2021-11-20,2022-07-08,17,8-K; SC TO-T; SC TO-T/A,0001193125-21-363742,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3859429020,2022-01-10,2022-05-23,Take-Two Interactive Software,Zynga Inc,0000946581,,"12,382.165",Public,agreement_exhibit,2021-12-11,2022-06-22,15,8-K; S-4; S-4/A; 424B3; SC TO-I; SC TO-I/A,0001193125-22-073594,EX-2.2,yes,machine_target_name_in_acquirer_filing,
3689728040,2021-01-22,2021-06-09,Verra Mobility Corp,Redflex Holdings Ltd,0001682745,,117.267,,agreement_exhibit,2020-12-23,2021-07-09,13,8-K,0001564590-21-001806,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3798372020,2021-09-08,2021-11-01,3D Systems Corp,Oqton Inc,0000910638,,180.00,Priv.,agreement_exhibit,2021-08-09,2021-12-01,12,8-K,0001171843-21-006385,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3695772020,2021-02-08,2021-04-29,Electronic Arts Inc,Glu Mobile Inc,0000712515,,"2,377.614",Public,agreement_exhibit,2021-01-09,2021-05-29,11,8-K,0001193125-21-032346,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3823769020,2021-11-04,2022-08-03,Lumentum Holdings Inc,NeoPhotonics Corp,0001633978,,863.571,Public,agreement_exhibit,2021-10-05,2022-09-02,11,8-K,0001193125-21-321796,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3515714020,2020-02-18,2020-08-03,1-800-Flowers.com Inc,PersonalizationMall.com Inc,0001084869,,245.00,Sub.,agreement_exhibit,2020-01-19,2020-09-02,11,8-K,0001157523-20-000215,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3618415020,2020-08-06,2020-09-04,Intercontinental Exchange Inc,Ellie Mae Inc,0001571949,,"10,980.88",Sub.,agreement_exhibit,2020-07-07,2020-10-04,10,8-K,0001104659-20-092025,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3858147020,2022-01-06,2022-02-23,Stryker Corp,Vocera Communications Inc,0000310764,,"2,970.467",Public,agreement_exhibit,2021-12-07,2022-03-25,10,8-K; SC TO-T; SC TO-T/A,0001193125-22-006816,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3719135040,2021-03-29,2021-05-12,Broadridge Finl Solutions Inc,Itiviti Group Holding AB,0001383312,,"2,527.883",,agreement_exhibit,2021-02-27,2021-06-11,10,8-K,0001140361-21-010388,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3573821040,2020-05-11,2020-05-11,iQSTEL Inc,IoT Labs MX SAPI,0001527702,,.55,,agreement_exhibit,2020-04-11,2020-06-10,10,8-K,0001078782-20-000314,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3812049020,2021-10-11,2022-05-16,Emerson Electric Co,Aspen Technology Inc,0000032604,,"10,864.939",Public,agreement_exhibit,2021-09-11,2022-06-15,9,8-K,0000950103-21-015731,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3700303020,2021-04-22,2021-07-26,Skyworks Solutions Inc,Silicon Labs-Analog Chip Unit,0000004127,,"2,750.00",Sub.,agreement_exhibit,2021-03-23,2021-08-25,9,8-K,0001104659-21-053805,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3696589020,2021-02-10,2021-04-21,Tyler Technologies Inc,NIC Inc,0000860731,,"2,328.034",Public,agreement_exhibit,2021-01-11,2021-05-21,8,8-K,0000860731-21-000005,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3820535020,2021-10-28,2021-12-17,FirstCash Inc,American First Finance Inc,0000840489,,"1,296.925",Priv.,agreement_exhibit,2021-09-28,2022-01-16,8,8-K,0000840489-21-000084,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3623613020,2020-08-19,2020-10-05,KBR Inc,Centauri LLC,0001357615,,827.00,Priv.,agreement_exhibit,2020-07-20,2020-11-04,8,8-K,0001357615-20-000167,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3526012020,2020-03-12,2020-04-29,Silicon Laboratories Inc,Redpine Signals-Connectivity,0001038074,,308.00,Sub.,agreement_exhibit,2020-02-11,2020-05-29,8,8-K,0001104659-20-032179,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3840675020,2021-12-01,2022-01-18,8x8 Inc,Fuze Inc,0001023731,,250.00,Priv.,agreement_exhibit,2021-11-01,2022-02-17,8,8-K; 8-K/A,0001023731-21-000260,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3797706020,2021-09-13,2021-12-01,TransUnion,NeuStar Inc,0001552033,,"3,100.00",Sub.,agreement_exhibit,2021-08-14,2021-12-31,7,8-K,0001193125-21-270765,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3815183020,2021-10-18,2021-12-02,CDW Corp,Sirius Computer Solutions Inc,0001402057,,"2,500.00",Sub.,agreement_exhibit,2021-09-18,2022-01-01,7,8-K,0001193125-21-300529,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3834420020,2021-11-22,2021-12-27,Concentrix Corp,ProKarma Inc,0001803599,,"1,600.00",Sub.,agreement_exhibit,2021-10-23,2022-01-26,7,8-K,0001803599-21-000201,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3622082020,2020-08-12,2020-10-02,Omnicell Inc,Pharm Strategies Grp-Business,0000926326,,225.00,Sub.,agreement_exhibit,2020-07-13,2020-11-01,7,8-K,0000926326-20-000025,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3710620020,2021-03-08,2021-03-08,HealthEquity Inc,Fort Effect Corp,0001428336,,67.227,Priv.,agreement_exhibit,2021-02-06,2021-04-07,7,8-K,0001104659-21-033359,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3783818020,2021-09-13,2021-11-01,Intuit Inc,The Rocket Science Group LLC,0000896878,,"12,000.00",Priv.,agreement_exhibit,2021-08-14,2021-12-01,6,8-K,0001193125-21-271682,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3770121020,2021-08-05,2021-09-15,Moody's Corp,Risk Management Solutions Inc,0001059556,,"1,978.613",Sub.,agreement_exhibit,2021-07-06,2021-10-15,6,8-K,0001193125-21-238037,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3781204040,2021-08-05,2021-10-19,Penn National Gaming Inc,Score Media & Gaming Inc,0000921738,,"1,783.401",,agreement_exhibit,2021-07-06,2021-11-18,6,8-K,0001104659-21-100817,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3601404020,2020-07-13,2020-09-21,Hewlett Packard Enterprise Co,Silver Peak Systems Inc,0001645590,,925.00,Priv.,agreement_exhibit,2020-06-13,2020-10-21,6,8-K,0001645590-20-000032,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3680472020,2020-12-10,2021-01-14,CarGurus Inc,CarOffer LLC,0001494259,,145.826,Priv.,agreement_exhibit,2020-11-10,2021-02-13,6,8-K; 8-K/A,0001564590-20-056635,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3708187040,2021-03-08,2021-04-19,Smith Micro Software Inc,Avast Plc-Family Safety,0000948708,,65.999,,agreement_exhibit,2021-02-06,2021-05-19,6,8-K; 8-K/A,0001193125-21-073895,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3575962020,2020-05-18,2020-05-18,Flotek Industries Inc,JP3 Measurement LLC,0000928054,,42.80,Priv.,agreement_exhibit,2020-04-18,2020-06-17,6,8-K,0000928054-20-000089,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3738724020,2021-04-29,2021-08-02,Lantronix Inc,Transition Networks Inc,0001114925,,32.028,Sub.,agreement_exhibit,2021-03-30,2021-09-01,6,8-K; 8-K/A,0001683168-21-001590,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3615045020,2020-07-27,2020-07-27,Analog Devices Inc,INVECAS Inc-HDMI Business,0000006281,,,Sub.,agreement_exhibit,2020-06-27,2020-08-26,6,8-K; S-4,0001193125-20-192918,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3480790020,2020-08-13,2020-09-03,Roper Technologies Inc,Vertafore Inc,0000882835,,"5,350.00",Sub.,agreement_exhibit,2020-07-14,2020-10-03,5,8-K,0001193125-20-218831,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3791317020,2021-08-25,2021-11-01,ON Semiconductor Corp,GTAT Corp,0001097864,,415.00,Public,agreement_exhibit,2021-07-26,2021-12-01,5,8-K,0001193125-21-256288,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3782679020,2021-08-05,2021-10-04,Certara Inc,Pinnacle 21 LLC,0001827090,,310.00,Priv.,agreement_exhibit,2021-07-06,2021-11-03,5,8-K,0001104659-21-100776,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3831634020,2021-11-16,2021-12-22,Oportun Financial Corp,Hello Digit Inc,0001538716,,212.875,Priv.,agreement_exhibit,2021-10-17,2022-01-21,5,8-K,0001538716-21-000239,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3519983020,2020-02-27,2020-05-01,DocuSign Inc,Seal Software Ltd,0001261333,,188.00,Priv.,agreement_exhibit,2020-01-28,2020-05-31,5,8-K,0001261333-20-000008,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3647181020,2020-09-30,2020-09-30,DLH Holdings Corp,Irving Burton Associates LLC,0000785557,,32.00,Priv.,agreement_exhibit,2020-08-31,2020-10-30,5,8-K,0000785557-20-000013,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3521692020,2020-02-06,2020-02-06,CleanSpark Inc,P2klabs Inc,0000827876,,,Priv.,agreement_exhibit,2020-01-07,2020-03-07,5,8-K; 8-K/A,0001663577-20-000026,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3590925020,2020-02-24,2020-02-24,iQSTEL Inc,itsBchain LLC,0001527702,,,Priv.,agreement_exhibit,2020-01-25,2020-03-25,5,8-K,0001078782-20-000138,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3871290020,2022-02-07,2022-04-01,Resideo Technologies Inc,First Alert Inc,0001740332,,593.00,Sub.,agreement_exhibit,2022-01-08,2022-05-01,4,8-K,0001193125-22-029111,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3745024020,2021-05-10,2021-06-15,Repay Holdings Corp,Electn Payment Pvdrs Inc,0001720592,,503.00,Sub.,agreement_exhibit,2021-04-10,2021-07-15,4,8-K,0001564590-21-026036,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3723726020,2021-04-08,2021-04-08,PAR Technology Corp,Punchh Inc,0000708821,,489.351,Priv.,agreement_exhibit,2021-03-09,2021-05-08,4,8-K; 424B3,0001140361-21-012100,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3632181020,2020-09-08,2020-10-06,Progress Software Corp,Chef Software Inc,0000876167,,220.00,Priv.,agreement_exhibit,2020-08-09,2020-11-05,4,8-K,0000876167-20-000123,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3757628020,2021-06-17,2021-06-17,Brady Corp,The Code Corp,0000746598,,173.00,Priv.,agreement_exhibit,2021-05-18,2021-07-17,4,8-K,0000746598-21-000080,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3974497020,2022-09-12,2022-09-12,Lantronix Inc,Uplogix Inc,0001114925,,12.00,Priv.,agreement_exhibit,2022-08-13,2022-10-12,4,8-K,0001683168-22-006322,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3696776020,2021-02-09,2021-02-09,BGSF Inc,Momentum Solutionz LLC,0001474903,,6.00,Priv.,agreement_exhibit,2021-01-10,2021-03-11,4,8-K,0001474903-21-000024,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3601877020,2020-07-01,2020-07-01,Asure Software Inc,PTM Inc-Certain Assets,0000884144,,4.25,Sub.,agreement_exhibit,2020-06-01,2020-07-31,4,8-K; 8-K/A,0001185185-20-000986,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3968186020,2022-08-30,2022-10-04,Roper Technologies Inc,Frontline Technologies Group,0000882835,,"3,738.00",Sub.,agreement_exhibit,2022-07-31,2022-11-03,3,8-K,0001193125-22-233743,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3848260020,2021-11-01,2021-11-01,HealthEquity Inc,Further Compliance,0001428336,,500.00,Priv.,agreement_exhibit,2021-10-02,2021-12-01,3,8-K,0001104659-21-132096,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3923441020,2022-05-23,2022-06-01,Parsons Corp,Xator Corp,0000275880,,400.00,Priv.,agreement_exhibit,2022-04-23,2022-07-01,3,8-K,0001193125-22-162323,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3659026020,2020-11-10,2020-12-17,ACCO Brands Corp,PowerA,0000712034,,395.00,Sub.,agreement_exhibit,2020-10-11,2021-01-16,3,8-K,0001104659-20-123712,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3976265040,2022-08-23,2022-09-08,DigitalOcean Holdings Inc,Cloudways Ltd,0001582961,,350.00,,agreement_exhibit,2022-07-24,2022-10-08,3,8-K,0001582961-22-000040,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3843851020,2021-12-08,2021-12-09,Xometry Inc,Thomas Publishing LLC,0001657573,,291.203,Priv.,agreement_exhibit,2021-11-08,2022-01-08,3,8-K,0001193125-21-350901,EX-2.1,yes,machine_target_name_in_acquirer_filing,
3805188020,2021-09-23,2021-11-01,Progress Software Corp,Kemp Technologies Inc,0000876167,,258.00,Sub.,agreement_exhibit,2021-08-24,2021-12-01,3,8-K,0000876167-21-000131,EX-2.1,yes,machine_target_name_in_acquirer_filing,
