deal_id,acquirer_name,target_name,announcement_date,effective_date,transaction_value_mil,target_public_status,probe_status,agreement_exhibit_types,target_name_hit,cik_confirmation_basis,documents_retrieved,included_passages,source_documents_with_passages,sample_status,sample_reason
3812049020,Emerson Electric Co,Aspen Technology Inc,2021-10-11,2022-05-16,"10,864.939",Public,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,83,121,3,modelled,meets the prespecified yield gate
3846918020,Rocket Lab USA Inc,SolAero Technologies Corp,2021-12-13,2022-01-18,80.00,Priv.,merger_proxy,,no,machine_form_and_window_only,251,121,4,modelled,meets the prespecified yield gate
3601404020,Hewlett Packard Enterprise Co,Silver Peak Systems Inc,2020-07-13,2020-09-21,925.00,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,77,118,3,modelled,meets the prespecified yield gate
3779981020,Marvell Technology Inc,Innovium Inc,2021-08-03,2021-10-05,"1,153.859",Priv.,merger_proxy,,no,machine_form_and_window_only,92,113,6,modelled,meets the prespecified yield gate
3840675020,8x8 Inc,Fuze Inc,2021-12-01,2022-01-18,250.00,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,136,113,6,modelled,meets the prespecified yield gate
3845837020,Vivid Seats Inc,Betcha Sports Inc,2021-12-13,2021-12-13,65.00,Priv.,merger_proxy,,yes,machine_target_name_in_acquirer_filing,32,112,1,below_yield_gate,112 passages from 1 source documents is below the gate (10 passages from 2 documents)
3741094020,Clarivate PLC,ProQuest LLC,2021-05-17,2021-12-01,"6,336.023",Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,455,111,8,modelled,meets the prespecified yield gate
3799747020,Goldman Sachs Group Inc,Greensky Inc,2021-09-15,2022-03-29,"2,239.124",Public,merger_proxy,,no,machine_form_and_window_only,639,107,4,modelled,meets the prespecified yield gate
3707417020,DuPont de Nemours Inc,Laird Technologies Inc,2021-03-08,2021-07-01,"2,300.00",Sub.,announcement_only,,not_checked,machine_form_and_window_only,77,105,1,below_yield_gate,105 passages from 1 source documents is below the gate (10 passages from 2 documents)
3738528040,MKS Instruments Inc,Photon Control Inc,2021-05-10,2021-07-15,311.903,,announcement_only,,not_checked,machine_form_and_window_only,110,102,6,modelled,meets the prespecified yield gate
3791776040,Synaptics Inc,Dsp Grp Inc,2021-08-30,2021-12-02,597.001,,announcement_only,,not_checked,machine_form_and_window_only,93,101,1,below_yield_gate,101 passages from 1 source documents is below the gate (10 passages from 2 documents)
3622082020,Omnicell Inc,Pharm Strategies Grp-Business,2020-08-12,2020-10-02,225.00,Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,85,100,5,modelled,meets the prespecified yield gate
3575962020,Flotek Industries Inc,JP3 Measurement LLC,2020-05-18,2020-05-18,42.80,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,156,95,4,modelled,meets the prespecified yield gate
3810070020,Ouster Inc,Sense Photonics Inc,2021-10-05,2021-10-25,68.02,Priv.,merger_proxy,,yes,machine_target_name_in_acquirer_filing,45,94,3,modelled,meets the prespecified yield gate
3519983020,DocuSign Inc,Seal Software Ltd,2020-02-27,2020-05-01,188.00,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,47,93,2,modelled,meets the prespecified yield gate
3762860040,Advent Technologies Holdings,Fischer Eco Solutions GmbH,2021-06-25,2021-09-01,,,merger_proxy,,no,machine_form_and_window_only,147,90,3,modelled,meets the prespecified yield gate
3812022020,Syneos Health Inc,Rxdatascience Inc,2021-10-06,2021-10-06,,Priv.,merger_proxy,,no,machine_form_and_window_only,4,88,1,below_yield_gate,88 passages from 1 source documents is below the gate (10 passages from 2 documents)
3858147020,Stryker Corp,Vocera Communications Inc,2022-01-06,2022-02-23,"2,970.467",Public,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,81,88,7,modelled,meets the prespecified yield gate
3770121020,Moody's Corp,Risk Management Solutions Inc,2021-08-05,2021-09-15,"1,978.613",Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,56,86,3,modelled,meets the prespecified yield gate
3783818020,Intuit Inc,The Rocket Science Group LLC,2021-09-13,2021-11-01,"12,000.00",Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,50,84,4,modelled,meets the prespecified yield gate
3632181020,Progress Software Corp,Chef Software Inc,2020-09-08,2020-10-06,220.00,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,76,83,3,modelled,meets the prespecified yield gate
3815183020,CDW Corp,Sirius Computer Solutions Inc,2021-10-18,2021-12-02,"2,500.00",Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,85,83,4,modelled,meets the prespecified yield gate
3941653020,Quantum Computing Inc,QPhoton Inc,2022-05-23,2022-06-16,8.703,Priv.,merger_proxy,,yes,machine_target_name_in_acquirer_filing,29,83,3,modelled,meets the prespecified yield gate
3798372020,3D Systems Corp,Oqton Inc,2021-09-08,2021-11-01,180.00,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,199,82,2,modelled,meets the prespecified yield gate
3820535020,FirstCash Inc,American First Finance Inc,2021-10-28,2021-12-17,"1,296.925",Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,134,82,6,modelled,meets the prespecified yield gate
3831634020,Oportun Financial Corp,Hello Digit Inc,2021-11-16,2021-12-22,212.875,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,65,82,3,modelled,meets the prespecified yield gate
3931132020,ICF International Inc,SemanticBits LLC,2022-06-08,2022-07-13,220.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,185,82,2,modelled,meets the prespecified yield gate
3799280020,Tenable Holdings Inc,Accurics Inc,2021-09-13,2021-10-01,160.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,22,81,2,modelled,meets the prespecified yield gate
3834420020,Concentrix Corp,ProKarma Inc,2021-11-22,2021-12-27,"1,600.00",Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,52,81,3,modelled,meets the prespecified yield gate
3896666020,SmartRent Inc,SightPlan Inc,2022-03-21,2022-03-22,135.00,Priv.,merger_proxy,,yes,machine_target_name_in_acquirer_filing,13,81,2,modelled,meets the prespecified yield gate
3627288020,Fastly Inc,Signal Sciences Corp,2020-08-27,2020-10-01,775.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,200,80,3,modelled,meets the prespecified yield gate
3976265040,DigitalOcean Holdings Inc,Cloudways Ltd,2022-08-23,2022-09-08,350.00,,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,24,80,3,modelled,meets the prespecified yield gate
3723726020,PAR Technology Corp,Punchh Inc,2021-04-08,2021-04-08,489.351,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,47,79,7,modelled,meets the prespecified yield gate
3919146020,Hagerty Inc,Speed Digital LLC,2022-04-14,2022-04-14,,Priv.,merger_proxy,,yes,machine_target_name_in_acquirer_filing,126,79,2,modelled,meets the prespecified yield gate
3947420020,Titan Machinery Inc,Heartland AG Systems Inc,2022-07-11,2022-08-01,95.50,Priv.,agreement_exhibit,EX-2.1; EX-2.2; EX-2.3,yes,machine_target_name_in_acquirer_filing,255,79,4,modelled,meets the prespecified yield gate
3964089020,ABM Industries Inc,RavenVolt Inc,2022-08-18,2022-09-01,450.00,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,19,79,2,modelled,meets the prespecified yield gate
3770172020,Cirrus Logic Inc,Lion Semiconductor Inc,2021-07-08,2021-07-20,335.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,52,78,3,modelled,meets the prespecified yield gate
3937405020,Shutterstock Inc,Splash News,2022-05-31,2022-05-31,,Sub.,agreement_exhibit,EX-2.1,no,machine_form_and_window_only,42,78,4,modelled,meets the prespecified yield gate
3638083020,PagerDuty Inc,Rundeck Inc,2020-09-21,2020-10-01,100.00,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,11,77,3,modelled,meets the prespecified yield gate
3733771020,Fathom Holdings Inc,LiveBy Inc,2021-04-26,2021-04-26,9.00,Priv.,agreement_exhibit,EX-2.1,no,machine_form_and_window_only,22,75,2,modelled,meets the prespecified yield gate
3705005020,Okta Inc,Auth0 Inc,2021-03-03,2021-05-03,"6,252.724",Priv.,announcement_only,,not_checked,machine_form_and_window_only,47,74,3,modelled,meets the prespecified yield gate
3618415020,Intercontinental Exchange Inc,Ellie Mae Inc,2020-08-06,2020-09-04,"10,980.88",Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,98,72,4,modelled,meets the prespecified yield gate
3684325040,Thryv Holdings Inc,Sensis Pty Ltd,2021-01-06,2021-03-01,200.00,,merger_proxy,,yes,machine_target_name_in_acquirer_filing,90,72,5,modelled,meets the prespecified yield gate
3644431020,Mastech Digital Inc,AmberLeaf Partners Inc,2020-10-01,2020-10-01,14.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,18,68,2,modelled,meets the prespecified yield gate
3700303020,Skyworks Solutions Inc,Silicon Labs-Analog Chip Unit,2021-04-22,2021-07-26,"2,750.00",Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,95,68,4,modelled,meets the prespecified yield gate
3715589040,Digital Turbine Inc,Fyber NV,2021-03-22,2021-05-25,570.00,,announcement_only,,not_checked,machine_form_and_window_only,94,68,3,modelled,meets the prespecified yield gate
3847595020,Oracle Corp,Cerner Corp,2021-12-20,2022-06-08,"28,171.86",Public,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,117,67,10,modelled,meets the prespecified yield gate
3680472020,CarGurus Inc,CarOffer LLC,2020-12-10,2021-01-14,145.826,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,50,65,5,modelled,meets the prespecified yield gate
3696589020,Tyler Technologies Inc,NIC Inc,2021-02-10,2021-04-21,"2,328.034",Public,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,353,65,6,modelled,meets the prespecified yield gate
3698631040,Tenable Holdings Inc,Alsid Sas,2021-02-10,2021-04-26,98.001,,announcement_only,,not_checked,machine_form_and_window_only,29,65,4,modelled,meets the prespecified yield gate
3858410020,Digerati Technologies Inc,SkyNet Telecom LLC,2022-01-05,2022-01-05,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,52,65,4,modelled,meets the prespecified yield gate
3871290020,Resideo Technologies Inc,First Alert Inc,2022-02-07,2022-04-01,593.00,Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,37,63,1,below_yield_gate,63 passages from 1 source documents is below the gate (10 passages from 2 documents)
3902649040,Zedge Holdings Inc,GuruShots Ltd,2022-04-13,2022-04-13,10.868,,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,38,63,3,modelled,meets the prespecified yield gate
3647181020,DLH Holdings Corp,Irving Burton Associates LLC,2020-09-30,2020-09-30,32.00,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,285,61,3,modelled,meets the prespecified yield gate
3689728040,Verra Mobility Corp,Redflex Holdings Ltd,2021-01-22,2021-06-09,117.267,,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,150,61,4,modelled,meets the prespecified yield gate
3525025040,Xerox Holdings Corp,Digitex Canada Inc,2020-03-06,2020-03-06,,,merger_proxy,,no,machine_form_and_window_only,84,60,7,modelled,meets the prespecified yield gate
3695772020,Electronic Arts Inc,Glu Mobile Inc,2021-02-08,2021-04-29,"2,377.614",Public,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,123,60,5,modelled,meets the prespecified yield gate
3480790020,Roper Technologies Inc,Vertafore Inc,2020-08-13,2020-09-03,"5,350.00",Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,46,59,4,modelled,meets the prespecified yield gate
3923441020,Parsons Corp,Xator Corp,2022-05-23,2022-06-01,400.00,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,27,59,1,below_yield_gate,59 passages from 1 source documents is below the gate (10 passages from 2 documents)
3973484020,Glimpse Group Inc,Brightline Interactive LLC,2022-05-26,2022-08-02,32.50,Priv.,announcement_only,,not_checked,machine_form_and_window_only,65,58,2,modelled,meets the prespecified yield gate
3680836040,Quantum Corp,Sq Box Sys Ltd,2020-12-14,2020-12-14,,,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,26,57,3,modelled,meets the prespecified yield gate
3715094020,Dell Technologies Inc,Mesh7 Inc,2021-03-18,2021-03-31,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,163,56,4,modelled,meets the prespecified yield gate
3791317020,ON Semiconductor Corp,GTAT Corp,2021-08-25,2021-11-01,415.00,Public,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,124,56,3,modelled,meets the prespecified yield gate
3805188020,Progress Software Corp,Kemp Technologies Inc,2021-09-23,2021-11-01,258.00,Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,49,54,1,below_yield_gate,54 passages from 1 source documents is below the gate (10 passages from 2 documents)
3515714020,1-800-Flowers.com Inc,PersonalizationMall.com Inc,2020-02-18,2020-08-03,245.00,Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,36,53,3,modelled,meets the prespecified yield gate
3797706020,TransUnion,NeuStar Inc,2021-09-13,2021-12-01,"3,100.00",Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,90,52,3,modelled,meets the prespecified yield gate
3879360020,Verisk Analytics Inc,Infutor Data Solutions LLC,2022-02-11,2022-02-11,248.50,Priv.,announcement_only,,not_checked,machine_form_and_window_only,37,51,1,below_yield_gate,51 passages from 1 source documents is below the gate (10 passages from 2 documents)
3854227020,Gaia Inc,Yoga International LLC,2021-12-22,2021-12-22,18.925,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,9,50,1,below_yield_gate,50 passages from 1 source documents is below the gate (10 passages from 2 documents)
3708187040,Smith Micro Software Inc,Avast Plc-Family Safety,2021-03-08,2021-04-19,65.999,,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,63,49,3,modelled,meets the prespecified yield gate
3745024020,Repay Holdings Corp,Electn Payment Pvdrs Inc,2021-05-10,2021-06-15,503.00,Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,90,49,5,modelled,meets the prespecified yield gate
3760105020,Genasys Inc,Zonehaven Inc,2021-06-07,2021-06-07,,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,9,49,1,below_yield_gate,49 passages from 1 source documents is below the gate (10 passages from 2 documents)
3988539020,PLAYSTUDIOS Inc,Brainium Studios LLC,2022-10-13,2022-10-13,97.25,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,31,49,2,modelled,meets the prespecified yield gate
3623613020,KBR Inc,Centauri LLC,2020-08-19,2020-10-05,827.00,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,74,48,3,modelled,meets the prespecified yield gate
3969983020,AstroNova Inc,Astro Machine Corp,2022-08-09,2022-08-09,17.125,Priv.,announcement_only,,not_checked,machine_form_and_window_only,33,48,2,modelled,meets the prespecified yield gate
3781204040,Penn National Gaming Inc,Score Media & Gaming Inc,2021-08-05,2021-10-19,"1,783.401",,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,71,47,5,modelled,meets the prespecified yield gate
3567824020,Rapid7 Inc,Divvy Cloud Corp,2020-04-24,2020-05-01,145.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,41,46,3,modelled,meets the prespecified yield gate
3601877020,Asure Software Inc,PTM Inc-Certain Assets,2020-07-01,2020-07-01,4.25,Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,11,46,2,modelled,meets the prespecified yield gate
3757628020,Brady Corp,The Code Corp,2021-06-17,2021-06-17,173.00,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,57,44,1,below_yield_gate,44 passages from 1 source documents is below the gate (10 passages from 2 documents)
3903514020,Intellinetics Inc,YellowFolder LLC,2022-04-05,2022-04-05,,Priv.,agreement_exhibit,EX-2.1,no,machine_form_and_window_only,57,44,2,modelled,meets the prespecified yield gate
3675428020,HealthStream Inc,myClinicalExchange LLC,2020-12-10,2020-12-10,4.50,Priv.,agreement_exhibit,EX-2.1,no,machine_form_and_window_only,25,43,3,modelled,meets the prespecified yield gate
3746026020,EQT AB,Symphony Performance Health,2021-05-26,2021-05-26,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,57,43,2,modelled,meets the prespecified yield gate
3974497020,Lantronix Inc,Uplogix Inc,2022-09-12,2022-09-12,12.00,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,33,42,2,modelled,meets the prespecified yield gate
3526012020,Silicon Laboratories Inc,Redpine Signals-Connectivity,2020-03-12,2020-04-29,308.00,Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,62,40,1,below_yield_gate,40 passages from 1 source documents is below the gate (10 passages from 2 documents)
3741286020,3D Systems Corp,Allevi Inc,2021-05-06,2021-05-06,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,66,40,3,modelled,meets the prespecified yield gate
3782679020,Certara Inc,Pinnacle 21 LLC,2021-08-05,2021-10-04,310.00,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,35,40,3,modelled,meets the prespecified yield gate
3659026020,ACCO Brands Corp,PowerA,2020-11-10,2020-12-17,395.00,Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,30,39,2,modelled,meets the prespecified yield gate
3822763020,Digi International Inc,Ventus Holdings LLC,2021-11-02,2021-11-02,374.40,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,28,39,1,below_yield_gate,39 passages from 1 source documents is below the gate (10 passages from 2 documents)
3501600020,ICF International Inc,Incentive Technology Group LLC,2020-01-13,2020-01-31,255.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,65,38,1,below_yield_gate,38 passages from 1 source documents is below the gate (10 passages from 2 documents)
3710620020,HealthEquity Inc,Fort Effect Corp,2021-03-08,2021-03-08,67.227,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,58,38,2,modelled,meets the prespecified yield gate
3738724020,Lantronix Inc,Transition Networks Inc,2021-04-29,2021-08-02,32.028,Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,49,38,3,modelled,meets the prespecified yield gate
3958349020,Roper Technologies Inc,TIP Technologies Inc,2022-07-14,2022-09-26,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,58,38,2,modelled,meets the prespecified yield gate
3696776020,BGSF Inc,Momentum Solutionz LLC,2021-02-09,2021-02-09,6.00,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,44,37,2,modelled,meets the prespecified yield gate
3852630020,RF Industries Ltd,Microlab LLC,2021-12-17,2022-03-02,24.25,Sub.,announcement_only,,not_checked,machine_form_and_window_only,99,37,1,below_yield_gate,37 passages from 1 source documents is below the gate (10 passages from 2 documents)
3892232040,Mitek Systems Inc,HooYu Ltd,2022-03-23,2022-03-23,129.977,,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,22,37,2,modelled,meets the prespecified yield gate
3899069020,Boston Omaha Corp,Undisclosed Internet Svc Pvdr,2022-04-04,2022-04-04,,J.V.,agreement_exhibit,EX-2.1; EX-2.2,yes,machine_target_name_in_acquirer_filing,26,35,3,modelled,meets the prespecified yield gate
3523484020,Intellinetics Inc,Graphic Sciences Inc,2020-03-04,2020-03-04,3.50,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,61,34,3,modelled,meets the prespecified yield gate
3697310020,Data Storage Corp,Flagship Solutions LLC,2021-02-10,2021-06-03,10.50,Priv.,announcement_only,,not_checked,machine_form_and_window_only,51,34,3,modelled,meets the prespecified yield gate
3797368040,DigitalBridge Group Inc,Agile Data Ctrs,2021-09-09,2021-09-09,,,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,8,33,1,below_yield_gate,33 passages from 1 source documents is below the gate (10 passages from 2 documents)
3748788020,Mitek Systems Inc,ID R&D Inc,2021-06-01,2021-06-01,35.917,Priv.,agreement_exhibit,EX-2.1,no_distinctive_target_tokens,machine_form_and_window_only,30,32,3,modelled,meets the prespecified yield gate
3662022040,Nasdaq Inc,Verafin Inc,2020-11-19,2021-02-11,"2,750.00",,announcement_only,,not_checked,machine_form_and_window_only,97,31,3,modelled,meets the prespecified yield gate
3816687020,Cboe Global Markets Inc,Eris Digital Holdings LLC,2021-10-20,2022-05-02,,Sub.,announcement_only,,not_checked,machine_form_and_window_only,96,31,1,below_yield_gate,31 passages from 1 source documents is below the gate (10 passages from 2 documents)
