deal_id,acquirer_name,target_name,announcement_date,effective_date,transaction_value_mil,target_public_status,included_passages,documents_retrieved,topic_1_share,topic_2_share,topic_3_share,dominant_topic,dominant_topic_label,dominant_share,dominant_margin,concentration_hhi,theme_profile,ai_label,talent_join_language,talent_acquihire_explicit,talent_license_and_hire_explicit
3601877020,Asure Software Inc,PTM Inc-Certain Assets,2020-07-01,2020-07-01,4.25,Sub.,46,11,0.341665,0.581037,0.077298,topic_2,benefit_plans_and_retirement,0.581037,0.239373,0.460314,benefit_plans_and_retirement,none,no,no,no
3617548020,Teladoc Health Inc,Livongo Health Inc,2020-08-05,2020-10-30,"17,539.058",Public,218,178,0.342848,0.266065,0.391087,topic_3,stock_and_equity_awards,0.391087,0.048239,0.341284,mixed,none,no,no,no
3618415020,Intercontinental Exchange Inc,Ellie Mae Inc,2020-08-06,2020-09-04,"10,980.88",Sub.,72,98,0.337423,0.560891,0.101686,topic_2,benefit_plans_and_retirement,0.560891,0.223467,0.438793,benefit_plans_and_retirement,ai_explicit,no,no,no
3620234020,Cerberus Cyber Sentinel Corp,Technologyville Inc,2020-05-25,2020-08-11,6.954,Priv.,13,24,0.193561,0.720001,0.086438,topic_2,benefit_plans_and_retirement,0.720001,0.526440,0.563339,benefit_plans_and_retirement,none,no,no,no
3622082020,Omnicell Inc,Pharm Strategies Grp-Business,2020-08-12,2020-10-02,225.00,Sub.,100,85,0.322172,0.603091,0.074736,topic_2,benefit_plans_and_retirement,0.603091,0.280919,0.473100,benefit_plans_and_retirement,none,no,no,no
3623613020,KBR Inc,Centauri LLC,2020-08-19,2020-10-05,827.00,Priv.,48,74,0.264088,0.557800,0.178112,topic_2,benefit_plans_and_retirement,0.557800,0.293712,0.412607,benefit_plans_and_retirement,none,yes,no,no
3627288020,Fastly Inc,Signal Sciences Corp,2020-08-27,2020-10-01,775.00,Priv.,80,200,0.303513,0.350441,0.346046,topic_2,benefit_plans_and_retirement,0.350441,0.004395,0.334677,mixed,none,no,no,no
3632181020,Progress Software Corp,Chef Software Inc,2020-09-08,2020-10-06,220.00,Priv.,83,76,0.245264,0.403525,0.351210,topic_2,benefit_plans_and_retirement,0.403525,0.052315,0.346336,mixed,ai_explicit,no,no,no
3638083020,PagerDuty Inc,Rundeck Inc,2020-09-21,2020-10-01,100.00,Priv.,77,11,0.265665,0.415394,0.318942,topic_2,benefit_plans_and_retirement,0.415394,0.096452,0.344853,mixed,none,no,no,no
3644431020,Mastech Digital Inc,AmberLeaf Partners Inc,2020-10-01,2020-10-01,14.00,Priv.,68,18,0.279940,0.597536,0.122524,topic_2,benefit_plans_and_retirement,0.597536,0.317595,0.450428,benefit_plans_and_retirement,none,no,no,no
3646001020,Advanced Micro Devices Inc,Xilinx Inc,2020-10-27,2022-02-14,"35,728.81",Public,403,523,0.511289,0.160365,0.328346,topic_1,executive_and_officer,0.511289,0.182943,0.394945,executive_and_officer,none,yes,no,no
3647181020,DLH Holdings Corp,Irving Burton Associates LLC,2020-09-30,2020-09-30,32.00,Priv.,61,285,0.298587,0.619330,0.082083,topic_2,benefit_plans_and_retirement,0.619330,0.320743,0.479462,benefit_plans_and_retirement,ai_explicit,no,no,no
3659026020,ACCO Brands Corp,PowerA,2020-11-10,2020-12-17,395.00,Sub.,39,30,0.324874,0.573939,0.101187,topic_2,benefit_plans_and_retirement,0.573939,0.249066,0.445188,benefit_plans_and_retirement,none,no,no,no
3662022040,Nasdaq Inc,Verafin Inc,2020-11-19,2021-02-11,"2,750.00",,31,97,0.323321,0.510873,0.165806,topic_2,benefit_plans_and_retirement,0.510873,0.187551,0.393019,benefit_plans_and_retirement,none,no,no,no
3663654020,Bally's Corp,Bet.Works Corp,2020-11-18,2021-06-01,139.382,Priv.,147,251,0.398185,0.329275,0.272540,topic_1,executive_and_officer,0.398185,0.068910,0.341251,mixed,none,yes,no,no
3665937040,S&P Global Inc,IHS Markit Ltd,2020-11-30,2022-02-28,"43,478.099",,259,420,0.389405,0.308493,0.302102,topic_1,executive_and_officer,0.389405,0.080913,0.338070,mixed,none,no,no,no
3672058040,ViaSat Inc,Euro Broadband Infrastructure,2020-11-19,2021-04-30,,,208,150,0.316879,0.219657,0.463464,topic_3,stock_and_equity_awards,0.463464,0.146585,0.363460,stock_and_equity_awards,ai_explicit,no,no,no
3675428020,HealthStream Inc,myClinicalExchange LLC,2020-12-10,2020-12-10,4.50,Priv.,43,25,0.390548,0.526224,0.083228,topic_2,benefit_plans_and_retirement,0.526224,0.135675,0.436366,benefit_plans_and_retirement,none,yes,no,no
3680472020,CarGurus Inc,CarOffer LLC,2020-12-10,2021-01-14,145.826,Priv.,65,50,0.345536,0.491691,0.162774,topic_2,benefit_plans_and_retirement,0.491691,0.146155,0.387650,benefit_plans_and_retirement,none,yes,no,no
3680836040,Quantum Corp,Sq Box Sys Ltd,2020-12-14,2020-12-14,,,57,26,0.472831,0.426106,0.101063,topic_1,executive_and_officer,0.472831,0.046726,0.415349,mixed,ai_explicit,yes,no,no
3681332020,CleanSpark Inc,ATL Data Centers LLC,2020-12-10,2020-12-10,28.083,Priv.,20,10,0.325275,0.612484,0.062241,topic_2,benefit_plans_and_retirement,0.612484,0.287209,0.484814,benefit_plans_and_retirement,none,no,no,no
3682911020,Teledyne Technologies Inc,FLIR Systems Inc,2021-01-04,2021-05-14,"7,500.665",Public,287,204,0.354037,0.288542,0.357420,topic_3,stock_and_equity_awards,0.357420,0.003383,0.336348,mixed,none,yes,no,no
3684325040,Thryv Holdings Inc,Sensis Pty Ltd,2021-01-06,2021-03-01,200.00,,72,90,0.256215,0.660383,0.083402,topic_2,benefit_plans_and_retirement,0.660383,0.404168,0.508708,benefit_plans_and_retirement,none,no,no,no
3689728040,Verra Mobility Corp,Redflex Holdings Ltd,2021-01-22,2021-06-09,117.267,,61,150,0.342609,0.489542,0.167849,topic_2,benefit_plans_and_retirement,0.489542,0.146934,0.385206,benefit_plans_and_retirement,none,yes,no,no
3695772020,Electronic Arts Inc,Glu Mobile Inc,2021-02-08,2021-04-29,"2,377.614",Public,60,123,0.219867,0.414194,0.365939,topic_2,benefit_plans_and_retirement,0.414194,0.048255,0.353809,mixed,none,yes,no,no
3696589020,Tyler Technologies Inc,NIC Inc,2021-02-10,2021-04-21,"2,328.034",Public,65,353,0.242972,0.495357,0.261671,topic_2,benefit_plans_and_retirement,0.495357,0.233686,0.372886,benefit_plans_and_retirement,none,no,no,no
3696776020,BGSF Inc,Momentum Solutionz LLC,2021-02-09,2021-02-09,6.00,Priv.,37,44,0.343902,0.614118,0.041980,topic_2,benefit_plans_and_retirement,0.614118,0.270217,0.497172,benefit_plans_and_retirement,none,no,no,no
3697310020,Data Storage Corp,Flagship Solutions LLC,2021-02-10,2021-06-03,10.50,Priv.,34,51,0.380071,0.564106,0.055822,topic_2,benefit_plans_and_retirement,0.564106,0.184035,0.465786,benefit_plans_and_retirement,none,no,no,no
3698631040,Tenable Holdings Inc,Alsid Sas,2021-02-10,2021-04-26,98.001,,65,29,0.377209,0.515357,0.107434,topic_2,benefit_plans_and_retirement,0.515357,0.138148,0.419422,benefit_plans_and_retirement,none,yes,no,no
3700303020,Skyworks Solutions Inc,Silicon Labs-Analog Chip Unit,2021-04-22,2021-07-26,"2,750.00",Sub.,68,95,0.313414,0.552937,0.133648,topic_2,benefit_plans_and_retirement,0.552937,0.239523,0.421830,benefit_plans_and_retirement,none,yes,no,no
3703504040,Bentley Systems Inc,E7 Pty Ltd,2021-02-25,2021-02-25,,,20,43,0.207938,0.539923,0.252139,topic_2,benefit_plans_and_retirement,0.539923,0.287784,0.398329,benefit_plans_and_retirement,none,no,no,no
3703763020,Advent Technologies Holdings,Ultracell LLC,2021-02-18,2021-02-18,,Sub.,308,66,0.578860,0.219503,0.201637,topic_1,executive_and_officer,0.578860,0.359357,0.423918,executive_and_officer,none,yes,no,no
3705005020,Okta Inc,Auth0 Inc,2021-03-03,2021-05-03,"6,252.724",Priv.,74,47,0.248540,0.344246,0.407214,topic_3,stock_and_equity_awards,0.407214,0.062968,0.346101,mixed,none,yes,no,no
3708187040,Smith Micro Software Inc,Avast Plc-Family Safety,2021-03-08,2021-04-19,65.999,,49,63,0.327564,0.598930,0.073506,topic_2,benefit_plans_and_retirement,0.598930,0.271367,0.471419,benefit_plans_and_retirement,ai_explicit,no,no,no
3710620020,HealthEquity Inc,Fort Effect Corp,2021-03-08,2021-03-08,67.227,Priv.,38,58,0.320475,0.512286,0.167240,topic_2,benefit_plans_and_retirement,0.512286,0.191811,0.393110,benefit_plans_and_retirement,none,yes,no,no
3715094020,Dell Technologies Inc,Mesh7 Inc,2021-03-18,2021-03-31,,Priv.,56,163,0.450670,0.398523,0.150807,topic_1,executive_and_officer,0.450670,0.052147,0.384667,mixed,none,no,no,no
3715589040,Digital Turbine Inc,Fyber NV,2021-03-22,2021-05-25,570.00,,68,94,0.326406,0.539949,0.133645,topic_2,benefit_plans_and_retirement,0.539949,0.213543,0.415947,benefit_plans_and_retirement,none,yes,no,no
3719135040,Broadridge Finl Solutions Inc,Itiviti Group Holding AB,2021-03-29,2021-05-12,"2,527.883",,13,186,0.592620,0.294590,0.112790,topic_1,executive_and_officer,0.592620,0.298030,0.450704,executive_and_officer,none,no,no,no
3723726020,PAR Technology Corp,Punchh Inc,2021-04-08,2021-04-08,489.351,Priv.,79,47,0.290952,0.497390,0.211658,topic_2,benefit_plans_and_retirement,0.497390,0.206438,0.376849,benefit_plans_and_retirement,none,yes,no,no
3723773020,KKR & Co Inc,Therapy Brands Holdings LLC,2021-04-07,2021-05-18,,Sub.,17,115,0.242748,0.233934,0.523318,topic_3,stock_and_equity_awards,0.523318,0.280570,0.387513,stock_and_equity_awards,none,no,no,no
3733771020,Fathom Holdings Inc,LiveBy Inc,2021-04-26,2021-04-26,9.00,Priv.,75,22,0.306722,0.546230,0.147048,topic_2,benefit_plans_and_retirement,0.546230,0.239508,0.414068,benefit_plans_and_retirement,none,no,no,no
3738528040,MKS Instruments Inc,Photon Control Inc,2021-05-10,2021-07-15,311.903,,102,110,0.207861,0.538937,0.253202,topic_2,benefit_plans_and_retirement,0.538937,0.285735,0.397771,benefit_plans_and_retirement,none,no,no,no
3738724020,Lantronix Inc,Transition Networks Inc,2021-04-29,2021-08-02,32.028,Sub.,38,49,0.268815,0.632964,0.098221,topic_2,benefit_plans_and_retirement,0.632964,0.364148,0.482552,benefit_plans_and_retirement,none,no,no,no
3741094020,Clarivate PLC,ProQuest LLC,2021-05-17,2021-12-01,"6,336.023",Sub.,111,455,0.415187,0.408852,0.175961,topic_1,executive_and_officer,0.415187,0.006335,0.370502,mixed,none,no,no,no
3741286020,3D Systems Corp,Allevi Inc,2021-05-06,2021-05-06,,Priv.,40,66,0.318112,0.632002,0.049886,topic_2,benefit_plans_and_retirement,0.632002,0.313890,0.503111,benefit_plans_and_retirement,none,no,no,no
3745024020,Repay Holdings Corp,Electn Payment Pvdrs Inc,2021-05-10,2021-06-15,503.00,Sub.,49,90,0.355037,0.554431,0.090532,topic_2,benefit_plans_and_retirement,0.554431,0.199393,0.441641,benefit_plans_and_retirement,none,no,no,no
3746026020,EQT AB,Symphony Performance Health,2021-05-26,2021-05-26,,Priv.,43,57,0.217830,0.705115,0.077055,topic_2,benefit_plans_and_retirement,0.705115,0.487285,0.550575,benefit_plans_and_retirement,none,no,no,no
3748788020,Mitek Systems Inc,ID R&D Inc,2021-06-01,2021-06-01,35.917,Priv.,32,30,0.373174,0.438620,0.188206,topic_2,benefit_plans_and_retirement,0.438620,0.065446,0.367068,mixed,none,no,no,no
3762860040,Advent Technologies Holdings,Fischer Eco Solutions GmbH,2021-06-25,2021-09-01,,,90,147,0.607580,0.272377,0.120042,topic_1,executive_and_officer,0.607580,0.335203,0.457753,executive_and_officer,none,yes,no,no
3764848040,System1 LLC,Protected.Net Grp Ltd,2021-06-29,2022-01-27,,,492,256,0.409268,0.289044,0.301688,topic_1,executive_and_officer,0.409268,0.107579,0.342062,executive_and_officer,none,yes,no,no
3770121020,Moody's Corp,Risk Management Solutions Inc,2021-08-05,2021-09-15,"1,978.613",Sub.,86,56,0.210403,0.578754,0.210843,topic_2,benefit_plans_and_retirement,0.578754,0.367911,0.423681,benefit_plans_and_retirement,none,no,no,no
3770172020,Cirrus Logic Inc,Lion Semiconductor Inc,2021-07-08,2021-07-20,335.00,Priv.,78,52,0.269999,0.584572,0.145429,topic_2,benefit_plans_and_retirement,0.584572,0.314574,0.435774,benefit_plans_and_retirement,none,no,no,no
3771128020,ZoomInfo Technologies Inc,AffectLayer Inc,2021-07-13,2021-09-02,575.00,Priv.,17,71,0.530916,0.090719,0.378365,topic_1,executive_and_officer,0.530916,0.152551,0.433262,executive_and_officer,none,yes,no,no
3772512020,EVgo Inc,Recargo Inc,2021-07-09,2021-07-09,25.00,Sub.,217,40,0.466028,0.280826,0.253146,topic_1,executive_and_officer,0.466028,0.185201,0.360128,executive_and_officer,none,yes,no,no
3774506020,Vontier Corp,DRB Systems LLC,2021-07-19,2021-09-13,965.00,Sub.,21,32,0.114681,0.754307,0.131012,topic_2,benefit_plans_and_retirement,0.754307,0.623294,0.599295,benefit_plans_and_retirement,none,no,no,no
3774828020,Bill.com Holdings Inc,Invoice2go Inc,2021-07-19,2021-09-01,625.00,Priv.,26,89,0.478159,0.123382,0.398459,topic_1,executive_and_officer,0.478159,0.079701,0.402629,mixed,none,no,no,no
3779981020,Marvell Technology Inc,Innovium Inc,2021-08-03,2021-10-05,"1,153.859",Priv.,113,92,0.271037,0.175171,0.553792,topic_3,stock_and_equity_awards,0.553792,0.282755,0.410832,stock_and_equity_awards,none,no,no,no
3781204040,Penn National Gaming Inc,Score Media & Gaming Inc,2021-08-05,2021-10-19,"1,783.401",,47,71,0.362410,0.423096,0.214494,topic_2,benefit_plans_and_retirement,0.423096,0.060686,0.356359,mixed,none,yes,yes,no
3782679020,Certara Inc,Pinnacle 21 LLC,2021-08-05,2021-10-04,310.00,Priv.,40,35,0.335412,0.515617,0.148971,topic_2,benefit_plans_and_retirement,0.515617,0.180204,0.400554,benefit_plans_and_retirement,ai_explicit,no,no,no
3783818020,Intuit Inc,The Rocket Science Group LLC,2021-09-13,2021-11-01,"12,000.00",Priv.,84,50,0.224335,0.596780,0.178885,topic_2,benefit_plans_and_retirement,0.596780,0.372445,0.438472,benefit_plans_and_retirement,none,no,no,no
3791317020,ON Semiconductor Corp,GTAT Corp,2021-08-25,2021-11-01,415.00,Public,56,124,0.263130,0.567602,0.169268,topic_2,benefit_plans_and_retirement,0.567602,0.304472,0.420061,benefit_plans_and_retirement,none,no,no,no
3791426020,Rekor System Inc,Waycare Technologies Ltd,2021-08-19,2021-08-19,60.121,Priv.,131,123,0.387417,0.454701,0.157882,topic_2,benefit_plans_and_retirement,0.454701,0.067285,0.381772,mixed,ai_explicit,no,no,no
3791886040,ADTRAN Inc,ADVA Optical Networking SE,2021-08-30,2022-07-08,"1,026.046",,534,216,0.456510,0.213637,0.329853,topic_1,executive_and_officer,0.456510,0.126657,0.362845,executive_and_officer,ai_explicit,no,no,no
3797706020,TransUnion,NeuStar Inc,2021-09-13,2021-12-01,"3,100.00",Sub.,52,90,0.444500,0.482442,0.073058,topic_2,benefit_plans_and_retirement,0.482442,0.037942,0.435668,mixed,none,no,no,no
3798372020,3D Systems Corp,Oqton Inc,2021-09-08,2021-11-01,180.00,Priv.,82,199,0.379337,0.509136,0.111528,topic_2,benefit_plans_and_retirement,0.509136,0.129799,0.415554,benefit_plans_and_retirement,none,no,no,no
3799280020,Tenable Holdings Inc,Accurics Inc,2021-09-13,2021-10-01,160.00,Priv.,81,22,0.297584,0.499326,0.203090,topic_2,benefit_plans_and_retirement,0.499326,0.201743,0.379128,benefit_plans_and_retirement,none,no,no,no
3799747020,Goldman Sachs Group Inc,Greensky Inc,2021-09-15,2022-03-29,"2,239.124",Public,107,639,0.384132,0.231810,0.384057,topic_1,executive_and_officer,0.384132,0.000075,0.348794,mixed,none,no,no,no
3801639020,Opendoor Technologies Inc,Pro.com Home Services LLC,2021-09-07,2021-09-07,,Priv.,159,121,0.448435,0.154194,0.397371,topic_1,executive_and_officer,0.448435,0.051064,0.382773,mixed,ai_explicit,no,no,no
3810070020,Ouster Inc,Sense Photonics Inc,2021-10-05,2021-10-25,68.02,Priv.,94,45,0.305667,0.363767,0.330565,topic_2,benefit_plans_and_retirement,0.363767,0.033202,0.335033,mixed,none,no,no,no
3812049020,Emerson Electric Co,Aspen Technology Inc,2021-10-11,2022-05-16,"10,864.939",Public,121,83,0.249675,0.573377,0.176948,topic_2,benefit_plans_and_retirement,0.573377,0.323702,0.422410,benefit_plans_and_retirement,none,no,no,no
3813395020,Rocket Lab USA Inc,Advanced Solutions Inc,2021-10-12,2021-10-12,45.50,Priv.,213,44,0.342766,0.254933,0.402301,topic_3,stock_and_equity_awards,0.402301,0.059535,0.344325,mixed,none,no,no,no
3815183020,CDW Corp,Sirius Computer Solutions Inc,2021-10-18,2021-12-02,"2,500.00",Sub.,83,85,0.310717,0.564565,0.124718,topic_2,benefit_plans_and_retirement,0.564565,0.253849,0.430833,benefit_plans_and_retirement,none,no,no,no
3820535020,FirstCash Inc,American First Finance Inc,2021-10-28,2021-12-17,"1,296.925",Priv.,82,134,0.425443,0.370987,0.203570,topic_1,executive_and_officer,0.425443,0.054457,0.360074,mixed,none,yes,no,no
3823769020,Lumentum Holdings Inc,NeoPhotonics Corp,2021-11-04,2022-08-03,863.571,Public,130,81,0.181544,0.322486,0.495970,topic_3,stock_and_equity_awards,0.495970,0.173484,0.382941,stock_and_equity_awards,none,no,no,no
3831634020,Oportun Financial Corp,Hello Digit Inc,2021-11-16,2021-12-22,212.875,Priv.,82,65,0.191814,0.354617,0.453569,topic_3,stock_and_equity_awards,0.453569,0.098952,0.368271,mixed,none,yes,no,no
3834420020,Concentrix Corp,ProKarma Inc,2021-11-22,2021-12-27,"1,600.00",Sub.,81,52,0.166569,0.544753,0.288678,topic_2,benefit_plans_and_retirement,0.544753,0.256075,0.407836,benefit_plans_and_retirement,none,no,no,no
3839586020,CF Acquisition Corp VI,Rumble Inc,2021-12-02,2022-09-16,"3,150.00",Priv.,708,363,0.376306,0.259286,0.364408,topic_1,executive_and_officer,0.376306,0.011899,0.341629,mixed,ai_explicit,yes,no,no
3840675020,8x8 Inc,Fuze Inc,2021-12-01,2022-01-18,250.00,Priv.,113,136,0.279741,0.382268,0.337991,topic_2,benefit_plans_and_retirement,0.382268,0.044277,0.338622,mixed,none,no,no,no
3843851020,Xometry Inc,Thomas Publishing LLC,2021-12-08,2021-12-09,291.203,Priv.,31,25,0.381766,0.560823,0.057412,topic_2,benefit_plans_and_retirement,0.560823,0.179057,0.463563,benefit_plans_and_retirement,none,no,no,no
3846599020,Entegris Inc,CMC Materials Inc,2021-12-15,2022-07-06,"5,729.282",Public,314,314,0.429666,0.243300,0.327035,topic_1,executive_and_officer,0.429666,0.102631,0.350759,executive_and_officer,none,no,no,no
3846918020,Rocket Lab USA Inc,SolAero Technologies Corp,2021-12-13,2022-01-18,80.00,Priv.,121,251,0.315125,0.500655,0.184220,topic_2,benefit_plans_and_retirement,0.500655,0.185529,0.383896,benefit_plans_and_retirement,none,yes,no,no
3847595020,Oracle Corp,Cerner Corp,2021-12-20,2022-06-08,"28,171.86",Public,67,117,0.308219,0.411005,0.280777,topic_2,benefit_plans_and_retirement,0.411005,0.102786,0.342759,benefit_plans_and_retirement,none,no,no,no
3848260020,HealthEquity Inc,Further Compliance,2021-11-01,2021-11-01,500.00,Priv.,17,25,0.224397,0.575576,0.200026,topic_2,benefit_plans_and_retirement,0.575576,0.351179,0.421653,benefit_plans_and_retirement,none,yes,no,no
3848871020,Stem Inc,AlsoEnergy Inc,2021-12-16,2022-02-01,695.00,Priv.,11,104,0.517654,0.205019,0.277327,topic_1,executive_and_officer,0.517654,0.240327,0.386909,executive_and_officer,none,no,no,no
3850686020,Skillsoft Corp,Ryzac Inc,2021-12-22,2022-04-05,525.00,Priv.,193,153,0.316440,0.328892,0.354668,topic_3,stock_and_equity_awards,0.354668,0.025776,0.334094,mixed,none,yes,yes,no
3853682040,Opendoor Technologies Inc,Commeasure Pte Ltd,2021-11-05,2021-11-05,,,15,45,0.348502,0.143315,0.508184,topic_3,stock_and_equity_awards,0.508184,0.159682,0.400243,stock_and_equity_awards,none,no,no,no
3855473040,FiscalNote Holdings Inc,Aicel Technologies Inc,2021-12-29,2022-08-02,,,797,340,0.373052,0.277214,0.349734,topic_1,executive_and_officer,0.373052,0.023318,0.338329,mixed,none,yes,no,no
3858147020,Stryker Corp,Vocera Communications Inc,2022-01-06,2022-02-23,"2,970.467",Public,88,81,0.296782,0.433286,0.269931,topic_2,benefit_plans_and_retirement,0.433286,0.136504,0.348680,benefit_plans_and_retirement,none,no,no,no
3858410020,Digerati Technologies Inc,SkyNet Telecom LLC,2022-01-05,2022-01-05,,Priv.,65,52,0.389566,0.559018,0.051416,topic_2,benefit_plans_and_retirement,0.559018,0.169452,0.466906,benefit_plans_and_retirement,none,no,no,no
3859429020,Take-Two Interactive Software,Zynga Inc,2022-01-10,2022-05-23,"12,382.165",Public,418,174,0.356205,0.252888,0.390907,topic_3,stock_and_equity_awards,0.390907,0.034701,0.343643,mixed,ai_explicit,no,no,no
3871833020,Digerati Technologies Inc,NextLevel Internet Inc,2022-02-08,2022-02-08,,Priv.,28,62,0.539965,0.334367,0.125668,topic_1,executive_and_officer,0.539965,0.205598,0.419156,executive_and_officer,none,yes,no,no
3887864040,JPMorgan Chase & Co,Global Shares PLC,2022-03-15,2022-08-11,,,11,2379,0.800727,0.144974,0.054300,topic_1,executive_and_officer,0.800727,0.655753,0.665129,executive_and_officer,none,no,no,no
3891655020,SentinelOne Inc,Attivo Networks Inc,2022-03-15,2022-05-04,529.752,Priv.,10,100,0.572503,0.030882,0.396615,topic_1,executive_and_officer,0.572503,0.175888,0.486017,executive_and_officer,ai_explicit,yes,no,no
3892232040,Mitek Systems Inc,HooYu Ltd,2022-03-23,2022-03-23,129.977,,37,22,0.357739,0.532449,0.109812,topic_2,benefit_plans_and_retirement,0.532449,0.174711,0.423538,benefit_plans_and_retirement,ai_explicit,no,no,no
3895329020,Boyd Gaming Corp,Pala Interactive LLC,2022-03-28,2022-11-01,170.00,Priv.,30,104,0.297928,0.557623,0.144449,topic_2,benefit_plans_and_retirement,0.557623,0.259695,0.420570,benefit_plans_and_retirement,none,no,no,no
3896666020,SmartRent Inc,SightPlan Inc,2022-03-21,2022-03-22,135.00,Priv.,81,13,0.609786,0.129653,0.260561,topic_1,executive_and_officer,0.609786,0.349225,0.456541,executive_and_officer,none,yes,no,no
3898245040,Workiva Inc,Parseport ApS,2022-04-01,2022-04-01,14.878,,11,8,0.498240,0.383906,0.117853,topic_1,executive_and_officer,0.498240,0.114334,0.409517,executive_and_officer,none,no,no,no
3898599020,Advanced Micro Devices Inc,Pensando Systems Inc,2022-04-04,2022-05-26,"1,900.00",Priv.,21,90,0.149459,0.723932,0.126609,topic_2,benefit_plans_and_retirement,0.723932,0.574473,0.562446,benefit_plans_and_retirement,none,no,no,no
3899069020,Boston Omaha Corp,Undisclosed Internet Svc Pvdr,2022-04-04,2022-04-04,,J.V.,35,26,0.376486,0.538691,0.084823,topic_2,benefit_plans_and_retirement,0.538691,0.162204,0.439124,benefit_plans_and_retirement,none,no,no,no
3902649040,Zedge Holdings Inc,GuruShots Ltd,2022-04-13,2022-04-13,10.868,,63,38,0.327576,0.469184,0.203240,topic_2,benefit_plans_and_retirement,0.469184,0.141608,0.368746,benefit_plans_and_retirement,none,no,no,no
3903514020,Intellinetics Inc,YellowFolder LLC,2022-04-05,2022-04-05,,Priv.,44,57,0.341768,0.628276,0.029956,topic_2,benefit_plans_and_retirement,0.628276,0.286507,0.512433,benefit_plans_and_retirement,none,no,no,no
3915952020,Advanced Drainage Systems Inc,Cultec Inc,2022-05-02,2022-05-02,,Priv.,21,54,0.319661,0.510660,0.169679,topic_2,benefit_plans_and_retirement,0.510660,0.190998,0.391748,benefit_plans_and_retirement,none,no,no,no
